ISIN;nom;ticker
BE0003809267;ZENOBE GRAMME CERT;ZEN
BE0003810273;Proximus;PROX
BE0003816338;CMB.TECH;CMBT
BE0003820371;EVS BROADC.EQUIPM.;EVS
BE0003822393;Elia Group;ELI
BE0003823409;TUBIZE-FIN;TUB
BE0003825420;CAMPINE;CAMB
BE0003832491;Newtree;NEWT
BE0003836534;Crescent;OPTI
BE0003837540;ATENOR GROUP;ATEB
BE0003839561;VAN DE VELDE;VAN
BE0003841583;REALCO;REAL
BE0003846632;Oxurion;OXUR
BE0003847648;Fowsparks;FLSP
BE0003851681;Aedifica;AED
BE0003853703;Montea C.V.A.;MONT
BE0003856730;Ascencio;ASCE
BE0003858751;JENSEN-GROUP;JEN
BE0003867844;KBC ANCORA;KBCA
BE0003870871;BANIMMO A;BANI
BE0003874915;Fagron;FAGR
BE0003878957;VGP;VGP
BE0003880979;Keyware Technologies;KEYW
BE0003883031;CFE (D);CFEB
BE0003893139;IMMO MOURY (D);IMMOU
BE0003898187;SIPEF (D);SIP
BE0012378593;SCHEERD.V KERCHOVE;SCHD
BE0165385973;Melexis;MELE
BE0974256852;Colruyt;COLR
BE0974258874;Bekaert;BEKB
BE0974259880;Dieteren;DIE
BE0974260896;Celyad Oncology;CYAD
BE0974263924;Texaf;TEXF
BE0974264930;Ageas;AGS
BE0974265945;Fluxys Belgium;FLUX
BE0974268972;BPOST;BPOST
BE0974271034;VIOHALCO;VIO
BE0974272040;QRF;QRF
BE0974273055;Care Property Inves;CPINV
BE0974274061;Kinepolis Group;KIN
BE0974276082;Ontex;ONTEX
BE0974278104;ABO Group;ABO
BE0974280126;Biosenic;BIOS
BE0974282148;TINC;TINC
BE0974283153;Mithra;MITRA
BE0974284169;KKO INTERNATIONAL;ALKKO
BE0974287196;IMMO MCC;MCC
BE0974288202;XIOR;XIOR
BE0974293251;AB Inbev;ABI
BE0974294267;NYRSTAR;NYR
BE0974298300;Candela Invest;CAND
BE0974303357;CENERGY;CENER
BE0974313455;Econocom Group;ECONB
BE0974314461;Belysse Group NV;BELYS
BE0974320526;Umicore;UMI
BE0974323553;SMARTPHOTO GROUP;SMAR
BE0974338700;Titan Cement;TITC
BE0974340722;Sequana Medical;SEQUA
BE0974349814;Wdp;WDP
BE0974358906;Nyxoah;NYXH
BE0974362940;Barco;BAR
BE0974363955;Hyloris;HYL
BE0974371032;UNIFIEDPOST GROUP;UPG
BE0974374069;Inclusio Sa;INCLU
BE0974386188;BIOTALYS;BTLS
BE0974400328;Azelis Group;AZE
BE0974404361;Mazaro;MLMAZ
BE0974409410;Home Invest Belgium;HOMI
BE0974413453;DEME GROUP;DEME
BE0974464977;Syensqo;SYENS
GB00BYN5BY03;Hybrid Software;HYSG
IL0010830391;Payton Planar Magne;PAY
LU1068091351;Brederode SA;BREB
LU1883301340;SHURGARD;SHUR
NL0000488153;Mopoli;MOP
NL0000488161;Mopoli Fond;MOPF
NL0010832176;Argenx SE;ARGX
NL0015000HT4;Onward Medical;ONWD
AU000000BKY0;Berkeley Energia Ltd;BKY
BRPETRACNPR6;Petroleo Brasileiro S.A. - Petrobras;XPBRA
BRVALEACNOR0;Vale S.A.;XVALO
ES0105015012;Lar Espana Real Est;LRE
ES0105022000;Applus Services SA;APPS
ES0105025003;Merlin Properties S;MRL
ES0105027009;Cia de Distribucion;LOG
ES0105029005;Facephi Biometria;ALPHI
ES0105043006;Naturhouse Health S;NTH
ES0105046009;Aena SA;AENA
ES0105062022;NBI Bearings Europe S.A;NBI
ES0105065009;Talgo SA;TLGO
ES0105066007;Cellnex Telecom SAU;CLNX
ES0105071007;Fidere Patrimonio SOCIMI SA;YFID
ES0105077004;Trajano Iberia Socimi SA;YTRA
ES0105079000;Grenergy Renovables;GRE
ES0105080008;Zambal Spain Socimi SA;YZBL
ES0105093001;Gigas Hosting S.A;GIGA
ES0105102000;Agile Content S.A;AGIL
ES0105121000;CLERHP Estructuras S.A;CLR
ES0105122024;Metrovacesa SA;MVC
ES0105130001;Global Dominion Access SA;DOM
ES0105139002;Vitruvio Real Estate Socimi;YVIT
ES0105148003;Atrys Health SL;ATRY
ES0105175006;Euro Cervantes SOCIMI SA;YEUR
ES0105196002;VBARE Iberian Properties SOCIMI SA;YVBA
ES0105210019;Testa Residencial SOCIMI S.A.;YTST
ES0105223004;Gestamp Automocion SA;GEST
ES0105224002;Olimpo Real Estate SA;YORE
ES0105226007;Tarjar Xairo Socimi SA;YTAR
ES0105227013;Asturiana de Laminados S.A.;ELZ
ES0105229001;Prosegur Cash SA;CASH
ES0105251005;Neinor Homes SLU;HOME
ES0105270005;Netex Knowledge Factory S.A;NTX
ES0105271011;Borges Agricultural & Industrial Nuts S.A.;BAIN
ES0105272001;AM Locales Property Socimi;YAML
ES0105273009;Grupo Ortiz Properties Socimi;YGOP
ES0105281002;Elaia Investment Spain Socimi SA;YEIS
ES0105283008;Domo Activos Socimi SA;DOMO
ES0105287009;Aedas Homes SAU;AEDAS
ES0105313003;Meridia Real Estate III Socimi SA;YMRE
ES0105314001;Tander Inversiones SOCIMI SA;YTAN
ES0105317004;Serrano 61 Desarrollo SOCIMI SA;YSRR
ES0105318002;Atom Hoteles Socimi;YATO
ES0105344016;Tier1 Technology S.A.;TR1
ES0105357000;Quid Pro Quo Alquiler Seguro Socimi;YQPQ
ES0105360004;Castellana Properties Socimi;YCPS
ES0105366001;Alquiber Quality SA;ALQ
ES0105367009;Excem Capital Partners Sociedad de Inversión Resid;YEXR
ES0105372009;Mistral Patrimonio Inmobiliario SOCIMI SA;YMPI
ES0105375002;AmRest Holdings SE;EAT
ES0105376000;Arima Real Estate SOCIMI SA;ARM
ES0105379004;Hispanotels Inversiones SOCIMI SA;YHSP
ES0105383006;Arrienda Rental Properties SOCIMI SA;YARP
ES0105389003;Inversa Prime SOCIMI S.A.;YIPS
ES0105400008;Proeduca Altus S.A;PRO
ES0105405007;Adriano Care SOCIMI SAU;YADR
ES0105429007;Torimbia Socimi S.A.;YTRM
ES0105449005;Izertis Sa;IZER
ES0105456026;Holaluz-Clidom S.A;HLZ
ES0105463006;Making Science Group S.A.;MAKS
ES0105495008;All Iron Re I Socimi Sa;YAI1
ES0105507000;JSS Real Estate SOCIMI SA;YJSS
ES0105513008;Soltec Power Holdings SA;SOL
ES0105517009;Energía Innovación y Desarrollo Fotovoltaico S.A.;EIDF
ES0105521001;Arteche Lantegi Elkartea SA;ART
ES0105546008;Linea Directa Aseguradora SA Compania de Seguros y;LDA
ES0105548004;Grupo Ecoener S.A.;ENER
ES0105556007;Inbest Prime VI Inmuebles Socimi SA;YINB6
ES0105561007;Parlem Telecom Companyia de Telecomunicacions S.A.;PAR
ES0105563003;Corporacion Acciona Energias Renovables SA;ANE
ES0105568002;Media Investment Optimization SL;MIO
ES0105588000;Aeternal Mentis SA;AMEN
ES0105606000;Club De Futbol Intercity Sad;CITY
ES0105611000;Singular People S.A.;SNG
ES0105621009;Profithol S.A.;SPH
ES0105630315;Cie Automotive SA;CIE
ES0105637005;Hannun SA;HAN
ES0105650008;Substrate AI S.A.;SAI
ES0105670006;Umbrella Solar Investment SA;USI
ES0105687000;Energy Solar Tech S.L.;ETC
ES0105777017;Puig Brands;PUIG
ES0106000013;Adolfo Dominguez SA;ADZ
ES0109067019;Amadeus IT Holding ;AMS
ES0109260531;Amper SA;AMP
ES0109427734;Atresmedia Corporac;A3M
ES0110047919;Deoleo SA;OLE
ES0112320009;Catenon SA;COM
ES0112458312;Azkoyen SA;AZK
ES0112501012;Ebro Foods SA;EBRO
ES0113211835;Banco Bilbao Vizcay;BBVA
ES0113312005;Altia Consultores S.A;ALC
ES0113679I37;Bankinter SA;BKT
ES0113860A34;Banco de Sabadell S;SAB
ES0113900J37;Banco Santander SA;SAN
ES0114820113;Vocento SA;VOC
ES0115002018;Bodegas Riojanas S.A;RIO
ES0116494016;Montebalito SA;MTB
ES0116870314;Naturgy Energy Group;NTGY
ES0116920333;Grupo Catalana Occi;GCO
ES0117160111;Corp Financiera Alb;ALB
ES0117360117;Cementos Molins SA;CMO
ES0118594417;Indra Sistemas SA;IDR
ES0118900010;Ferrovial SA;FER
ES0119037010;Clinica Baviera SA;CBAV
ES0121071007;Commcenter S.A.;CMM
ES0121975009;Construcciones y Auxiliar de Ferrocarriles SA;CAF
ES0122060314;Fomento de Construc;FCC
ES0124244E34;Mapfre SA;MAP
ES0125140A14;Ercros SA;ECR
ES0125220311;Acciona SA;ANA
ES0126501131;Alantra Partners;ALNT
ES0126775032;Distribuidora Inter;DIA
ES0126962069;Nueva Expresion Textil SA;NXT
ES0129743318;Elecnor SA;ENO
ES0130625512;Ence Energia y Celu;ENC
ES0130670112;Endesa SA;ELE
ES0130960018;Enagas SA;ENG
ES0131172001;Entre Cua Socimi;YENT
ES0131703003;Secuoya Grupo de Comunicación S.A;SEC
ES0132105018;Acerinox SA;ACX
ES0132945017;Tubacex SA;TUB
ES0132955008;Compania Espanola de Viviendas en Alquiler SA;CEV
ES0133421000;Euroespes S.A;EEP
ES0134950F36;Faes Farma SA;FAE
ES0136463017;Audax Renovables;ADX
ES0137650018;Fluidra SA;FDR
ES0137998A12;Libertas 7 SA;LIB
ES0139140174;Inmobiliaria Colonial SA;COL
ES0140609019;CaixaBank;CABK
ES0142090317;Obrascon Huarte Lain SA;OHLA
ES0143328005;Gri?? Ecologic S.A;GRI
ES0143421073;Innovative Solutions Ecosystem SA;ISE
ES0144580Y14;Iberdrola SA;IBE
ES0147561015;Iberpapel Gestion S;IBG
ES0148396007;Inditex SA;ITX
ES0152768612;Artificial Intelligence Structures;AI
ES0154653911;Inmobiliaria del Su;ISUR
ES0157097017;Almirall SA;ALM
ES0157261019;Laboratorios Farmac;ROVI
ES0158480311;Lingotes Especiales;LGT
ES0161560018;NH Hoteles SA;NHH
ES0162600417;Duro Felguera SA;MDF
ES0164180012;Miquel y Costas & M;MCM
ES0165359029;Laboratorio Reig Jofre SA;RJF
ES0165386014;Solaria Energia y M;SLR
ES0166300212;Nicolas Correa SA;NEA
ES0167050915;ACS Actividades de ;ACS
ES0167733015;Oryzon Genomics;ORY
ES0169350016;Pescanova SA;PVA
ES0169501030;Pharma Mar SA;PHM
ES0170884417;Prim SA;PRM
ES0171743901;Promotora de Inform;PRS
ES0171996087;Grifols SA;GRF
ES0171996095;Grifols SA;GRF-P
ES0172708234;Grupo Ezentis SA;EZE
ES0173093024;Red Electrica Corp SA;RED
ES0173358039;Renta 4 Banco SA;R4
ES0173365018;Renta Corp Real Est;REN
ES0173516115;Repsol SA;REP
ES0173908015;Realia Business SA;RLIA
ES0175438003;Prosegur Cia de Seg;PSG
ES0176252718;Melia Hotels Intern;MEL
ES0177542018;International Conso;IAG
ES0178165017;Tecnicas Reunidas S;TRE
ES0178430E18;Telefonica SA;TEF
ES0180850416;Tubos Reunidos SA;TRG
ES0180907000;Unicaja Banco SA;UNI
ES0180918015;Grupo Empresarial S;GSJ
ES0182280018;Urbas Guadahermosa ;UBS
ES0182870214;Sacyr SA;SCYR
ES0183304080;Squirrel Media SA;SQRL
ES0183746314;Vidrala SA;VID
ES0184262212;Viscofan SA;VIS
ES0184980003;Biotechnology Assets S.A.;BST
GB00BDCPN049;Coca-Cola European Partners PLC;CCEP
LU0569974404;APERAM SA;APAM
LU1048328220;eDreams ODIGEO SL;EDR
LU1598757687;ArcelorMittal;MTS
NL0000235190;Airbus Group SE;AIR
BE0003818359;Galapagos;GLPG
BMG455841020;HAL TRUST;HAL
BMG9349W1038;VEON;VEON
CH1216478797;DSM FIRMENICH AG;DSFIR
CWN814651014;MOREFIELD GROUP;MORE
CY0200751713;Theon International;THEON
GB00B10RZP78;UNILEVER;UNA
GB00B2B0DG97;RELX;REN
GB00B94QM994;Eurocastle Investme;ECT
GB00BDCPN049;Coca-Cola European Partners plc;CCEP
GB00BMXH3352;MOTORK;MTRK
GB00BNR4T868;RENEWI;RWI
GB00BNTJ3546;ALLFUNDS GROUP;ALLFG
GB00BP6MXD84;Shell;SHELL
GB00BQQFX454;Accsys Technologies;AXS
GG00B1FQG453;BOUSSARD GAVAUDAN;BGHL
GG00B1GHHH78;Volta Finance Ltd/f;VTA
GG00B1RMC548;Tetragon Financial Group Limited;TFG
GG00BPFJTF46;PERSHING;PSH
IE00B4L5YC18;iShares MSCI EM UCITS ETF (Acc);IEMA
IM00BDD7WV31;NEPI Rockcastle plc;NRP
IS0000000388;Marel hf;MAREL
JE00BRX98089;CVC Capital;CVC
LU0383812293;Reinet Investments S.C.A;REINA
LU0569974404;Aperam;APAM
LU1598757687;Arcelor Mittal;MT
LU1789205884;B&S Group;BSGR
LU2290522684;InPost SA;INPST
LU2355630455;BenevolentAI;BAI
NL0000008977;HEINEKEN HOLDING;HEIO
NL0000009082;KPN KON;KPN
NL0000009165;HEINEKEN;HEIA
NL0000009538;PHILIPS KON;PHIA
NL0000018034;AJAX;AJAX
NL0000285278;BEVER HOLDING;BEVER
NL0000288876;EUROCOMMERCIAL;ECMPA
NL0000288918;VASTNED RETAIL;VASTN
NL0000289213;WERELDHAVE;WHA
NL0000292324;NSI;NSI
NL0000302636;VAN LANSCHOT KEMPEN;VLK
NL0000303709;AEGON;AGN
NL0000313286;Acomo NV;ACOMO
NL0000334118;ASM INTERNATIONAL;ASM
NL0000336303;PB Holding;PBH
NL0000337319;BAM GROEP KON;BAMNB
NL0000345577;CTAC;CTAC
NL0000345627;EASE2PAY NV;EAS2P
NL0000360618;SBM OFFSHORE;SBMO
NL0000371243;NEDAP;NEDAP
NL0000378669;PORCELEYNE FLES;PORF
NL0000379121;RANDSTAD;RAND
NL0000395903;WOLTERS KLUWER;WKL
NL0000440311;HOLLAND COLOURS;HOLCO
NL0000442523;BRILL KON;BRILL
NL0000817179;Sligro Food;SLIGR
NL0000852523;TKH Group;TWEKA
NL0000852531;Kendrion;KENDR
NL0000852564;Aalberts;AALB
NL0000888691;AMG ADV METAL;AMG
NL0006237562;Arcadis NV;ARCAD
NL0009169515;DGB Group N.V;DGB
NL0009269109;HEIJMANS;HEIJM
NL0009312842;NedSense Enterprise;NEDSE
NL0009391242;Hydratec Industries;HYDRA
NL0009432491;VOPAK;VPK
NL0009739416;POSTNL;PNL
NL0009822014;New Sources Energy ;NSE
NL0009875483;Value8 Pref;PREVA
NL0010273215;ASML HOLDING;ASML
NL0010389508;TITAN;TITAN
NL0010391025;Pharming Group;PHARM
NL0010545679;Lavide Holding;LVIDE
NL0010556726;IEX Group N.V;IEX
NL0010558797;OCI NV;OCI
NL0010583399;Corbion;CRBN
NL0010661864;Value8;VALUE
NL0010773842;NN Group NV;NN
NL0010776944;Brunel International;BRNL
NL0010801007;IMCD;IMCD
NL0010998878;Lucas Bols Holding ;BOLS
NL0011279492;FLOW TRADERS;FLOW
NL0011540547;ABN AMRO BANK;ABN
NL0011660485;SIF Holding;SIFG
NL0011683594;VanEck Morningstar Developed Markets Dividend Leaders UCITS ;TDIV
NL0011794037;AHOLD DELHAIZE;AD
NL0011821202;ING Groep;INGA
NL0011821392;SIGNIFY;LIGHT
NL0011832811;FORFARMERS;FFARM
NL0011872643;ASR NEDERLAND;ASRNL
NL0011872650;BASIC-FIT;BFIT
NL0012015705;Just Eat Takeaway;TKWY
NL0012047823;AVANTIUM;AVTX
NL0012059018;Exor N.V.;EXO
NL0012194724;ALUMEXX N.V.;ALX
NL0012747059;CM.COM;CMCOM
NL0012817175;ALFEN;ALFEN
NL0012866412;BE Semiconductor Industries;BESI
NL0012969182;ADYEN;ADYEN
NL0013267909;Akzo Nobel;AKZA
NL0013332471;TOMTOM;TOM2
NL0013654783;Prosus;PRX
NL0013654809;FASTNED;FAST
NL0014332678;JDE PEETS;JDEP
NL00150000S7;CABKA NV;CABKA
NL00150000U3;DUTCH STAR C W12;DSCW2
NL00150000V1;DUTCH STAR C W13;DSCW3
NL00150002Q7;VIVORYON;VVY
NL00150003E1;FUGRO;FUR
NL00150006R6;CTP;CTPNV
NL00150006Z9;Azerion Group NV;AZRN
NL0015000CG2;NAI ORD SHARES;NAI
NL0015000CZ2;EBUSCO HOLDING;EBUS
NL0015000D50;NX FILTRATION;NXFIL
NL0015000GX8;ENVIPCO;ENVI
NL0015000IY2;UMG;UMG
NL0015000K10;EHC ORD SHARES;EHCS
NL0015000X07;Banijay Group NV;BNJ
NL0015002AH0;Havas;HAVAS
VGG885761061;THUNDERBIRD;TBIRD
CH1118852594;Id Entity SA;IDNTT
DE000A0Q4RZ9;iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE);EXVM
GB00B15KXS04;WisdomTree Corn;CORN
GB00B15KYC19;WisdomTree Petroleum;AIGO
GB00B15KYL00;WisdomTree Grains;AIGG
GRS802003004;Neurosoft Software Production;NRST
IE000940RNE6;WisdomTree Blockchain UCITS ETF USD Acc;WBLK
IE000O8KMPM1;WisdomTree BioRevolution UCITS ETF USD Acc;WDNA
IE00B1TXK627;iShares Global Water UCITS ETF;IH2O
IE00BGBN6P67;Invesco CoinShares Global Blockchain UCITS ETF Acc;BCHN
IE00BMDH1538;VanEck Hydrogen Economy UCITS ETF;HDRO
IE00BMDKNW35;VanEck Crypto and Blockchain Innovators UCITS ETF;DAPP
IE00BYSZ5V04;SPDR Bloomberg 10+ Year US Treasury Bond UCITS ETF;LUTR
IT0000060886;FNM SpA;FNM
IT0000062072;Assicurazioni Generali;G
IT0000062957;Mediobanca SpA;MB
IT0000066016;Monrif SpA;MON
IT0000066123;Banca Popolare dell;BPE
IT0000066180;Brioschi Sviluppo I;BRI
IT0000072170;FinecoBank Banca Fi;FBK
IT0000072618;Intesa Sanpaolo SpA;ISP
IT0000076486;Danieli & C Officin;DANR
IT0000076502;Danieli & C Officin;DAN
IT0000080447;CIR-Compagnie Indus;CIR
IT0000084043;Autostrade Meridion;AUTME
IT0000214293;Toscana Aeroporti SpA;TYA
IT0000336518;Juventus Football C;JUVE
IT0000433307;Saras SpA;SRS
IT0000784196;Banca Popolare di S;BPSO
IT0001006128;Aeroporto Guglielmo Marconi Di Bologna SpA;ADB
IT0001017851;Rosetti Marino SpA;YRM
IT0001018362;Valsoia SpA;VLS
IT0001029492;SAES Getters SpA;SG
IT0001031084;Banca Generali SpA;BGN
IT0001033700;BasicNet SpA;BAN
IT0001041000;Banco di Desio e de;BDB
IT0001042610;Sabaf SpA;SAB
IT0001044996;doValue S.p.A;DOV
IT0001073045;Banca Profilo SpA;PRO
IT0001077780;Irce SpA;IRC
IT0001078911;Interpump Group SpA;IP
IT0001127874;CSP International F;CSP
IT0001128047;Cembre SpA;CMB
IT0001157020;ERG SpA;ERG
IT0001162509;Nova Re SIIQ SpA;NR
IT0001206769;SOL SpA;SOL
IT0001207098;ACEA SpA;ACE
IT0001223277;Beghelli SpA;BE
IT0001233417;A2A SpA;A2A
IT0001237053;Emak SpA;EM
IT0001250932;Hera SpA;HER
IT0001268561;B&C Speakers SpA;BEC
IT0001347308;Buzzi Unicem SpA;BZU
IT0001384590;Aeffe SpA;AEF
IT0001402269;Risanamento SpA;RN
IT0001413837;IMMSI SpA;IMS
IT0001415246;Fincantieri SpA;FCT
IT0001447348;Mittel SpA;MIT
IT0001447785;Mondo TV SpA;MTV
IT0001454435;TXT e-solutions SpA;TXT
IT0001469383;Arnoldo Mondadori E;MN
IT0001469995;Digital Bros SpA;DIB
IT0001472171;Caltagirone Editore;CED
IT0001477402;Exprivia SpA;XPR
IT0001498234;EEMS Italia SpA;EEMS
IT0001498481;Fidia SpA;FDA
IT0003007728;Tod's SpA;TOD
IT0003023980;Centrale del Latte d'Italia S.p.A;CLI
IT0003025019;Caleffi SpA;CLF
IT0003027817;Iren SpA;IRE
IT0003056386;Pininfarina SpA;PINF
IT0003057624;IT Way SpA;ITW
IT0003073266;Piaggio & C SpA;PIA
IT0003097257;Biesse SpA;BSS
IT0003115950;De'Longhi SpA;DLG
IT0003121677;Credito Emiliano Sp;CE
IT0003127898;Vianini S.p.A;VIA
IT0003127930;Caltagirone SpA;CALT
IT0003128367;Enel SpA;ENEL
IT0003132476;Eni SpA;ENI
IT0003153415;Snam SpA;SRG
IT0003153621;Tamburi Investment ;TIP
IT0003173629;Banca Sistema SpA;BST
IT0003188064;Banca IFIS SpA;IF
IT0003203947;Gefran SpA;GE
IT0003217335;Borgosesia SpA;BO
IT0003242622;Terna Rete Elettric;TRN
IT0003261697;Azimut Holding SpA;AZM
IT0003365613;Fiera Milano SpA;FM
IT0003372205;Edison SpA;EDNR
IT0003389522;Cia Immobiliare Azi;CIA
IT0003404214;Elica SpA;ELC
IT0003411417;Italian Exhibition Group SpA;IEG
IT0003428445;MARR SpA;MARR
IT0003492391;DiaSorin SpA;DIA
IT0003497168;Telecom Italia SpA;TIT
IT0003497176;Telecom Italia SpA;TITR
IT0003549422;Sanlorenzo SpA/Ameglia;SL
IT0003621783;Societa Sportiva La;SSL
IT0003683528;Openjobmetis Spa agenzia per il lavoro;OJM
IT0003697080;Geox SpA;GEO
IT0003796171;Poste Italiane SpA;PST
IT0003814537;Servizi Italia SpA;SRI
IT0003828271;Recordati SpA;REC
IT0003850929;Esprinet SpA;PRT
IT0003856405;Leonardo Spa;LDO
IT0003865570;Webuild SpA;WBD
IT0003895668;Eurotech SpA;ETH
IT0004053440;Datalogic SpA;DAL
IT0004056880;Amplifon SpA;AMP
IT0004093263;Ascopiave SpA;ASC
IT0004098510;Gas Plus SpA;GSP
IT0004125677;Masi Agricola S.p.A;MASI
IT0004171440;Zignago Vetro SpA;ZV
IT0004176001;Prysmian SpA;PRY
IT0004195308;Gruppo MutuiOnline ;MOL
IT0004222102;Bialetti Industrie ;BIA
IT0004240443;Piquadro SpA;PQ
IT0004329733;Cairo Communication;CAI
IT0004356751;Enervit SpA;ENV
IT0004359037;algoWatt SpA;ALW
IT0004412497;Bastogi SpA;B
IT0004496029;ExpertAi SpA;EXAI
IT0004522162;Lucisano Media Group S.p.A;LMG
IT0004585243;Tesmec SpA;TES
IT0004587470;Poligrafici Printing SpA;POPR
IT0004604762;Safilo Group SpA;SFL
IT0004674666;H-Farm S.p.A;FARM
IT0004711203;Bioera SpA;BIE
IT0004712375;Salvatore Ferragamo;SFER
IT0004720733;Alerion Cleanpower ;ARN
IT0004724107;Ratti SpA;RAT
IT0004729759;Sesa SpA;SES
IT0004764699;Brunello Cucinelli ;BC
IT0004776628;Banca Mediolanum SpA;BMED
IT0004779515;Ambromobiliare S.p.A;AMB
IT0004810054;Unipol Gruppo Finan;UNI
IT0004818297;Eukedos SpA;EUK
IT0004819030;Netweek SpA;NTW
IT0004822695;Prismi S.p.A;PRM
IT0004827447;Fondiaria-Sai SpA;US
IT0004887409;Enertronica Santerno S.p.A;ENT
IT0004922826;Wiit SpA;WIIT
IT0004931058;Maire Tecnimont SpA;MAIRE
IT0004931496;Rizzoli Corriere De;RCS
IT0004937469;Italia Independent Group S.p.A;IIG
IT0004965148;Moncler SpA;MONC
IT0004967292;Fila SpA;FILA
IT0004973696;Leone Film Group SpA;LFG
IT0004981038;Innovatec;INC
IT0004998065;Anima Holding SpA;ANIM
IT0005001554;Triboo Spa;TB
IT0005001943;Ecosuntek S.p.A;ECK
IT0005003782;Casta Diva Group S.p.A;CDG
IT0005023038;Gabetti Property So;GAB
IT0005025355;Notorious;NPI
IT0005037210;Tinexta SpA;TNXT
IT0005037905;Iniziative Bresciane Inbre;IB
IT0005038002;GO internet;GO
IT0005043507;OVS SpA;OVS
IT0005054967;RAI Way SpA;RWAY
IT0005075764;Italian Wine Brands S.p.A;IWB
IT0005089476;Digitouch SPA;DGT
IT0005090300;Infrastrutture Wire;INW
IT0005107492;LU-VE SpA;LUVE
IT0005108219;I Grandi Viaggi SpA;IGV
IT0005117848;Class Editori SpA;CLE
IT0005119810;Avio S.p.A;AVIO
IT0005122392;Gambero Rosso SpA;GAMB
IT0005138703;Orsero SpA;ORS
IT0005162406;Technogym SpA;TGYM
IT0005176406;Enav SpA;ENAV
IT0005186371;Industrie De Nora S.p.A.;DNR
IT0005187460;BF SpA;BFG
IT0005188336;El.En. SpA;ELN
IT0005200248;Solutions Capital Management SIM SpA;SCM
IT0005203424;Fope S.p.A.;FPE
IT0005203622;DHH SpA;DHH
IT0005211237;Italgas SpA;IG
IT0005215329;Fine Foods & Pharmaceuticals NTM SpA;FF
IT0005216533;Agatos S.p.A;AGA
IT0005218380;Banco BPM SpA;BAMI
IT0005218752;Banca Monte dei Paschi di Siena SpA;BMPS
IT0005221004;Health Italia S.p.A;HI
IT0005221517;GPI SpA;GPI
IT0005239360;UniCredit SpA;UCG
IT0005239881;Unieuro SpA;UNIR
IT0005240046;Telesia S.p.A;TLS
IT0005241192;Aquafil SpA;ECNL
IT0005244030;Alfio Bardolla Training Group SpA;ABTG
IT0005244402;Banca Farmafactoring SpA;BFF
IT0005244618;Cellularline SpA;CELL
IT0005245508;Indel B SpA;INDB
IT0005246142;Technical Publications Service S.p.A;TPS
IT0005246191;Comer Industries S.p.A;COM
IT0005252140;Saipem SpA;SPM
IT0005252728;Brembo SpA;BRE
IT0005252736;First Capital S.p.A;FIC
IT0005253205;Italmobiliare SpA;ITM
IT0005257347;Culti Milano SpA;CULT
IT0005262149;SIT S.p.A;SIT
IT0005274094;Pharmanutra S.p.A;PHN
IT0005275778;Neodecortech SpA;NDT
IT0005278236;Pirelli & C SpA;PIRC
IT0005282865;Reply SpA;REY
IT0005283111;Il Sole 24 Ore SpA;S24
IT0005283640;Seri Industrial S.p.A;SERI
IT0005285942;DBA Group SpA;DBA
IT0005312027;Equita Group SpA;EQUI
IT0005314635;Alkemy SpA;ALK
IT0005316705;ILLA SpA;ILLA
IT0005322612;Immobiliare Grande Distribuzione SIIQ SpA;IGD
IT0005329815;Somec S.p.A;SOM
IT0005331019;Carel Industries SpA;CRL
IT0005337073;Longino & Cardenal SPA;LON
IT0005337107;Esautomotion SpA;ESAU
IT0005337495;Portobello S.p.A;POR
IT0005337818;Intred S.p.A;ITD
IT0005337958;Piovan SpA;PVN
IT0005338493;Abitare In S.p.A;ABT
IT0005338840;Unidata Spa;UD
IT0005339160;PLC SpA;PLC
IT0005340051;Sciuker Frames SpA;SCK
IT0005344996;Circle SpA;CIRC
IT0005345233;Garofalo Health Care SpA;GHC
IT0005347429;Digital Value SpA;DGV
IT0005349052;Restart SIIQ S.p.A;RST
IT0005351504;Ediliziacrobatica;EDAC
IT0005353575;CrowdFundMe SpA;CFM
IT0005353815;Powersoft SpA;PWS
IT0005359101;ILPRA SpA;ILP
IT0005359192;Illimity Bank SpA;ILTY
IT0005364333;Maps SpA;MAPS
IT0005366601;Antares Vision S.p.A;AV
IT0005366767;Nexi SpA;NEXI
IT0005373417;Eles Semiconductor Equipment SpA;ELES
IT0005373789;Philogen SpA;PHIL
IT0005374035;Officina Stellare;OS
IT0005378457;Friulchem SpA;FCM
IT0005379620;Shedir Pharma Group;SHE
IT0005380461;Ucapital24;U24
IT0005380602;Iervolino Entertainment SpA;IE
IT0005385213;Newlat Food SpA;NWL
IT0005388217;Fos SpA;FOS
IT0005388266;Salcef Group S.p.A.;SCF
IT0005395071;Vincenzo Zucchi SpA;ZUC
IT0005403495;Fenix Entertainment Spa;FNX
IT0005411209;GVS SpA;GVS
IT0005412504;Cy4gate Spa;CY4
IT0005416281;Industrie Chimiche Forestali SpA;ICF
IT0005418204;Reti SpA;RETI
IT0005424830;Osai Automation System SpA;OSA
IT0005426215;Convergenze;CVG
IT0005428898;Tenax International S.p.A.;TNX
IT0005433732;Visibilia Editore SpA;VE
IT0005433740;Relatech SpA;RLT
IT0005433765;Vantea Smart SpA;VNT
IT0005434615;Almawave SpA;AIW
IT0005438046;Seco SpA;IOT
IT0005439085;The Italian Sea Group S.p.A.;TISG
