Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende
FR0010285965;Communication Services;Advertising Agencies;https://numberly.com/fr;1000mercis;26,2;42,59;0,62;-3,41;0,23;2,22
FR0013341781;Technology;Computer Hardware;https://2crsi.com/;2CRSI S.A.;4,38;2,78;1,58;4,42;0,49;0
IT0005204729;;;https://www.4aim.it/;4AIM SICAF S.p.A.;248,65;0;0;0;0;0
IT0005440323;;;https://issgovernance.com/quickscore;4AIM SICAF COMPARTO 2 CROWDFUND;250,1;0;0;0;0;0
DK0060945467;Communication Services;Electronic Gaming & Multimedia;https://www.5thplanetgames.com/;5th Planet Games A/S;1,695;0,31;5,47;8,92;2,03;0
IT0005439861;Energy;Oil & Gas Refining & Marketing;https://www.abpnocivelli.com/;Azienda Bresciana Petroli Nocivelli S.p.A.;4,6;2,86;1,61;2,37;1,52;0
FR0000076887;Consumer Cyclical;Residential Construction;https://www.ast-groupe.fr/;AST Groupe;0,7;8,02;0,09;-0,36;0,13;5,11
IT0001233417;Utilities;Utilities - Diversified;https://www.gruppoa2a.it/it/home;A2A S.p.A.;2,015;4,85;0,42;-1,02;0,24;5,49
NL0000852564;Industrials;Specialty Industrial Machinery;https://www.aalberts.com/;Aalberts N.V.;47,96;24,34;1,97;-27,88;0,61;2,26
NO0010672181;Financial Services;Banks - Regional;https://aasen-sparebank.no/;Aasen Sparebank;114,46;3852,12;0,03;-0,03;0,11;6,17
IT0005548521;Technology;Software - Infrastructure;https://aatech.it/;AATECH S.p.A. Società Benefit;1,09;0;0;0;0;0
BE0974293251;Consumer Defensive;Beverages - Brewers;https://www.ab-inbev.com/;Anheuser-Busch InBev SA/NV;62,12;34,86;1,78;-1,05;0,39;1,66
FR0010557264;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.ab-science.com/;AB Science S.A.;2,1;0,46;4,57;-4,04;1,08;0
FR0004040608;Financial Services;Asset Management;https://www.abc-arbitrage.com/;ABC arbitrage SA;4,195;3,07;1,37;-13,98;0,9;5,8
IT0005466294;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
FR0013185857;Consumer Cyclical;Leisure;https://www.groupe-abeo.fr/;Abéo SA;12,9;24,97;0,52;-1,04;0,36;0
NO0003021909;Financial Services;Capital Markets;https://www.abgsc.com/;ABG Sundal Collier Holding ASA;6,06;10;0,61;8,91;0,24;10,82
FR0012616852;Healthcare;Biotechnology;https://abionyx.com/;ABIONYX Pharma SA;1,09;0,29;3,76;0;0,74;0
IT0005445280;Real Estate;Real Estate - Development;https://www.abitareinspa.com/;Abitare In S.p.A.;4,5;11,19;0,4;1,52;0,44;0
FR0012333284;Healthcare;Biotechnology;https://www.abivax.com/;ABIVAX Société Anonyme;12,92;4,8;2,69;5,25;2,97;0
FR001400AHX6;Healthcare;Health Information Services;https://www.abldiagnostics.com/;ABL Diagnostics Société anonyme;3,04;0,86;3,53;14,48;0,45;0
NO0010715394;Industrials;Specialty Business Services;https://abl-group.com/;ABL Group ASA;12,1;0,96;12,6;55;0,66;0
NL0011540547;Financial Services;Banks - Diversified;https://www.abnamro.nl/;ABN AMRO Bank N.V.;15,81;477,34;0,03;-0,04;0,06;0
BE0974278104;Industrials;Waste Management;https://www.abo-group.eu/;ABO-Group Environment NV;5,65;7,46;0,76;-5;0,35;0
FR0000064602;Real Estate;REIT - Office;https://www.acanthedeveloppement.fr/;Acanthe Developpement;0,405;0,93;0,44;40,5;0,92;32,9
BE0003696102;Real Estate;Real Estate Services;https://www.accentis.com/;Accentis N.V.;0,03;0,05;0,6;0;0,93;0
FR0000120404;Consumer Cyclical;Lodging;https://www.group.accor.com/en;Accor SA;41,37;23,81;1,74;-3,16;0,49;2,18
GB00BQQFX454;Basic Materials;Lumber & Wood Production;https://www.accsysplc.com/;Accsys Technologies PLC;58,7;0,82;71,59;-451,54;0,59;0
IT0001207098;Utilities;Utilities - Diversified;https://www.gruppo.acea.it/;ACEA S.p.A.;16,8;34,51;0,49;-0,56;0,22;5,17
FR001400JAP8;Communication Services;Advertising Agencies;https://www.acheter-louer.fr/;Acheter-Louer.Fr SA;0,0002;0;0;0;0,47;0
IT0001382024;Utilities;Utilities - Diversified;https://www.acsm-agam.it/;Acinque S.p.A.;2,05;3,31;0,62;-2,28;0,5;3,88
BE0003764785;Industrials;Engineering & Construction;https://www.avh.be/;Ackermans & Van Haaren NV;169,2;568,07;0,3;-0,93;0,31;1,55
NL0000313286;Consumer Defensive;Food Distribution;https://www.acomo.nl/;Acomo N.V.;17,5;18,41;0,95;3,76;0,54;4,76
IT0005443061;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
ES0167050915;Industrials;Engineering & Construction;https://www.grupoacs.com/;ACS, Actividades de Construcción y Servicios, S.A.;39,84;134,96;0,3;-1,66;0,19;6,42
FR0000076861;Technology;Software - Application;https://www.acteos.com/;Acteos SA;1,335;3,51;0,38;-0,9;0,04;0
FR0000076655;Consumer Cyclical;Auto Parts;https://www.actia.com/;ACTIA Group S.A.;4,02;0;0;0;0;2,15
FR0014005OJ5;Healthcare;Biotechnology;https://www.acticor-biotech.com/;Acticor Biotech SAS;0,96;0,87;1,1;-16;0,06;0
FR0010979377;Technology;Computer Hardware;https://www.activium-id.com/;Activium Group SAS;1,49;0;0;0;0;0
BE0974269012;Real Estate;REIT - Residential;https://www.adcsiic.eu/;Alliance Developpement Capital SIIC;0,09;0,54;0,17;-1,12;0,72;0
FR0013284627;Technology;Communication Equipment;https://www.adeunis.com/;Adeunis Société anonyme;0,45;2,33;0,19;-7,5;0,35;0
NO0010844038;Communication Services;Internet Content & Information;https://adevinta.com/;Adevinta ASA;114;0,89;128,09;-48,51;0,73;0
DE000A1EWWW0;Consumer Cyclical;Footwear & Accessories;https://www.adidas-group.com/;adidas AG;228,9;91,51;2,5;-12,44;0,29;1,3
LU1250154413;Real Estate;Real Estate Services;https://www.adler-group.com/;Adler Group S.A.;0,1442;50,89;0;0;0,03;0
FR0011184241;Healthcare;Biotechnology;https://www.adocia.com/;Adocia SA;9,55;1,73;5,52;-11,79;0,58;0
FR001400JAL7;Real Estate;Real Estate Services;https://www.adomos.com/;Adomos S.A.;0,0006;0;0;0;0;0
FR0010340141;Industrials;Airports & Air Services;https://www.parisaeroport.fr/;Aeroports de Paris SA;126,9;170,21;0,75;-1,22;0,25;2,17
FR0012821890;Communication Services;Advertising Agencies;https://www.adux.com/;AdUX SA;1,39;5,01;0,28;-1,85;0,04;0
FR0013296746;;;;;2,085;0;0;0;0;0
FR0000053043;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.advini.com/;AdVini S.A.;14,5;90,42;0,16;-0,43;0,2;1,25
NL0012969182;Technology;Software - Infrastructure;https://www.adyen.com/;Adyen N.V.;1241,2;308,16;4,03;14,63;2,34;0
IT0005349052;Real Estate;REIT - Retail;https://www.restart-group.com/;Aedes Spa;0,165;0,27;0,61;0,75;1,92;7,73
BE0003851681;Real Estate;REIT - Healthcare Facilities;https://www.aedifica.eu/;Aedifica NV/SA;60,9;129,56;0,47;-1,18;0,58;3,7
IT0001384590;Consumer Cyclical;Apparel Manufacturing;https://aeffe.com/;Aeffe S.p.A.;0,816;4,87;0,17;-0,53;0,2;0
NO0012958539;Utilities;Utilities - Renewable;https://aega.no/;Aega ASA;1,975;0,87;2,27;-5,06;0,36;0
BMG0112X1056;Financial Services;Insurance - Diversified;https://www.aegon.com/;Aegon Ltd.;6,314;219,01;0,03;-0,03;0,03;5,2
FR0014007ZB4;Healthcare;Biotechnology;https://www.aelisfarma.com/;Aelis Farma SA;13;1,99;6,53;14,44;2,18;0
ES0105046009;Industrials;Airports & Air Services;https://www.aena.es/;Aena S.M.E., S.A.;178,8;118,23;1,51;-4,2;0,52;0
IT0001006128;Industrials;Airports & Air Services;https://www.bologna-airport.it/;Aeroporto Guglielmo Marconi di Bologna S.p.A.;7,98;3,1;2,57;-5,15;0,71;0
NO0003078107;Industrials;Engineering & Construction;https://afgruppen.com/;AF Gruppen ASA;135,2;96,77;1,4;-2,79;0,17;5,97
FR001400FL38;;;;;0,02;0;0;0;0,57;0
FR0013333077;;;;;1,56;0;0;0;0;0
FR0014005AC9;Basic Materials;Specialty Chemicals;https://afyren.com/;AFYREN SAS;2,68;2,61;1,03;1,63;2,98;0
FR0011908045;Industrials;Engineering & Construction;https://ag3i-sas.com/;SAS AG3i;0,58;0;0;0;0;0
IT0005421919;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
BE0974264930;Financial Services;Insurance - Diversified;https://www.ageas.com/;ageas SA/NV;47,02;526,45;0,09;-0,1;0,08;6,9
FR0014005WE9;Consumer Cyclical;Auto & Truck Dealerships;https://www.agenceauto.com/fr/fr;L Agence Automobiliere;0,84;0;0;0;0;0
BE0003755692;Industrials;Specialty Industrial Machinery;https://www.agfa.com/;Agfa-Gevaert NV;1,13;7,32;0,15;-0,85;0,29;6,86
NO0010872468;Industrials;Waste Management;https://www.agilyx.com/;Agilyx ASA;29,5;1,32;22,35;491,67;1,02;0
ES0105478004;Real Estate;REIT - Diversified;https://www.agpsocimi.com/;AGP Málaga Socimi, S.A.;2,96;0;0;0;0;0
FR0013452281;Utilities;Utilities - Renewable;https://www.agripower-france.com/;Agripower France Société Anonyme;1,01;4,92;0,21;0,52;0,8;0
FR0010641449;Consumer Defensive;Farm Products;https://agrogeneration.com/;AgroGeneration, SA;0,0508;0,14;0,36;-1,69;0,29;0
PTCUR0AP0000;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
NL0011794037;Consumer Defensive;Grocery Stores;https://www.aholddelhaize.com/;Koninklijke Ahold Delhaize N.V.;29,3;54,49;0,54;-1,28;0,34;3,69
IE00BF0L3536;Financial Services;Banks - Regional;https://aib.ie/group;AIB Group plc;5,13;56,34;0,09;-0,1;0,11;13,78
FR001400J770;Industrials;Airlines;https://www.airfranceklm.com/;Air France-KLM SA;10,56;127,11;0,08;-0,12;0,09;2,22
FR0000120073;Basic Materials;Specialty Chemicals;https://www.airliquide.com/;L'Air Liquide S.A.;185,64;62,14;2,99;-6,24;0,52;1,91
NL0000235190;Industrials;Aerospace & Defense;https://www.airbus.com/;Airbus SE;158,96;133,64;1,19;-3,37;0,17;1,8
NO0010895568;;;;;0,254;0;0;0;0;0
FR0014003V77;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.airwell.com/;Groupe Airwell Société anonyme;4,6;5,76;0,8;-11,5;0,1;0
DE000A0WMPJ6;Technology;Semiconductor Equipment & Materials;https://www.aixtron.com/;AIXTRON SE;22,97;8,52;2,7;5,19;0,89;1,95
NL0000018034;Communication Services;Entertainment;https://www.ajax.nl/;AFC Ajax NV;10,35;23,85;0,43;-0,93;0,44;0
NO0010215684;Energy;Oil & Gas Equipment & Services;https://akastor.com/;Akastor ASA;13,5;25,65;0,53;-4,19;0,68;6,02
NO0010234552;Industrials;Conglomerates;https://www.akerasa.com/;Aker ASA;629;1133,51;0,55;-2,26;0,56;4,6
NO0010886625;Consumer Defensive;Packaged Foods;https://www.akerbiomarine.com/;Aker BioMarine AS;71,3;7,54;9,46;-36,75;0,45;0
NO0010345853;Energy;Oil & Gas E&P;https://akerbp.com/;Aker BP ASA;264,4;38,35;6,89;-7,71;0,35;6,51
NO0010890304;Industrials;Pollution & Treatment Controls;https://akercarboncapture.com/;Aker Carbon Capture ASA;7,505;2,41;3,11;13,4;1,17;0
NO0010921232;Financial Services;Asset Management;https://www.akerhorizons.com/;Aker Horizons ASA;3,6;36,74;0,1;-0,22;0,11;0
NO0010716582;Energy;Oil & Gas Equipment & Services;https://akersolutions.com/;Aker Solutions ASA;44,1;78,15;0,56;12,56;0,65;0
SE0015193412;Basic Materials;Gold;https://akobominerals.com/;Akobo Minerals AB (publ);0,98;0,56;1,75;-1,24;0,12;0
NO0003097503;Industrials;Farm & Heavy Construction Machinery;https://www.akvagroup.com/;AKVA group ASA;64,6;103,37;0,62;-2,14;0,31;1,94
FR0000053027;Consumer Cyclical;Auto Parts;https://akwel-automotive.com/;Akwel SA;13,5;31,91;0,42;1,29;0,83;1,99
NL0013267909;Basic Materials;Specialty Chemicals;https://www.akzonobel.com/;Akzo Nobel N.V.;64,84;83,86;0,77;-3,01;0,35;2,49
IT0005446700;Industrials;Industrial Distribution;https://www.alacorporation.com/;A.L.A. società per azioni;22,2;18,55;1,2;7,76;0,42;0
FR0000062465;Industrials;Consulting Services;https://www.alan-allman.com/;Alan Allman Associates;8,9;3,11;2,86;-2,04;0,18;0
FR0014000JX7;Communication Services;Broadcasting;https://www.alchimie.com/;Alchimie SA;0,52;2,18;0,24;-0,37;0,41;0
FR0013258662;Industrials;Rental & Leasing Services;https://www.ayvens.com/;ALD S.A.;7,175;82,8;0,09;-0,14;0,17;8,06
IT0004720733;Utilities;Utilities - Renewable;https://www.alerion.it/;Alerion Clean Power S.p.A.;18,26;19,4;0,94;-1,59;0,28;1,73
NL0012817175;Industrials;Electrical Equipment & Parts;https://alfen.com/;Alfen N.V.;40,99;16,91;2,42;9,07;0,46;0
IT0005244030;Consumer Defensive;Education & Training Services;https://www.alfiobardolla.com/;Alfio Bardolla Training Group S.p.A.;3,14;1,33;2,36;-34,89;0,56;0
IT0005466039;;;https://www.alfonsino.delivery/;ALFONSINO;0,5;0;0;0;0;0
IT0004359037;Utilities;Utilities - Renewable;https://www.algowatt.com/;algoWatt S.p.A.;0,2295;0;0;0;0;4,26
FR001400IV58;Consumer Defensive;Food Distribution;https://algreen.fr/;Algreen;0,0002;0,15;0;0;0,42;0
IT0005314635;Communication Services;Advertising Agencies;https://www.alkemy.com/;Alkemy S.p.A.;9,42;11,88;0,79;-2,33;0,4;0
IT0005461303;Industrials;Specialty Business Services;https://www.soluzionetasse.com/;Soluzione Tasse S.p.A.;1,625;2,31;0,7;3,61;0,6;0
GB00BNTJ3546;Financial Services;Asset Management;https://allfunds.com/en;Allfunds Group plc;5,68;5,18;1,1;-24,7;0,71;0
DE0008404005;Financial Services;Insurance - Diversified;https://www.allianz.com/;Allianz SE;267,4;2511,56;0,11;-0,11;0,06;4,96
IT0005434615;Technology;Information Technology Services;https://www.almawave.it/;Almawave S.p.A.;4,35;2,24;1,94;6,9;0,65;0
NL0010696704;Technology;Information Technology Services;https://www.novisource.nl/;Almunda Professionals N.V.;1,28;8,42;0,15;-0,15;0,37;0
FR0000053324;Consumer Cyclical;Leisure;https://www.compagniedesalpes.com/;Compagnie des Alpes SA;15;42,36;0,35;-0,62;0,42;2,45
FR0013421286;Technology;Scientific & Technical Instruments;https://www.alpha-mos.com/;Neotion SA;0,724;0,57;1,27;-0,68;1,5;0
FR0010220475;Industrials;Railroads;https://www.alstom.com/;Alstom SA;18,085;56,97;0,32;-0,93;0,27;2,8
FR0000053837;;;;;26,7;0;0;0;0,92;0
FR0000033219;Real Estate;REIT - Residential;https://www.altarea.com/;Altarea SCA;99,5;406,89;0,24;-1,49;0,26;7,89
FR0000039216;Real Estate;Real Estate - Development;https://www.altareit.com/;Altareit SCA;478;1950,4;0,25;12,04;0,24;0
IT0005472730;Technology;Solar;https://www.alteagreenpower.it/;Altea Green Power S.p.A.;8,15;2,21;3,69;9,59;0,46;0
FR0000071946;Technology;Information Technology Services;https://www.alten.com/;Alten S.A.;124,7;65,38;1,91;8;0,66;1,39
IE00BLRPRP89;Utilities;Utilities - Renewable;https://altenergygrp.com/;Alternus Energy Group Plc;5,25;7,62;0,69;-0,59;0,22;0
FR0000061244;Industrials;Electrical Equipment & Parts;https://www.altheora.com/;Altheora SA;0,477;2,69;0,18;-0,65;0,36;0
PTALT0AE0002;Basic Materials;Paper & Paper Products;https://altri.pt/;Altri, SGPS, S.A.;5,52;5,11;1,08;-2,85;0,38;7,15
NL0012194724;Consumer Cyclical;Internet Retail;https://alumexx.nl/;Alumexx N.V.;1,39;1,69;0,82;-1,01;0,1;0
FR0013253812;Real Estate;Real Estate Services;https://www.alveen.com/;Alveen S.A.;0,062;0;0;0;0;0
GB00BNKGZC51;Healthcare;Health Information Services;https://www.amaxperteye.com/;AMA Corporation Plc;0,28;0,24;1,17;3,5;1,7;0
DE0005093108;Industrials;Staffing & Employment Services;https://www.amadeus-fire.de/;Amadeus FiRe AG;108,4;28,26;3,84;-5,27;0,47;4,49
ES0109067019;Technology;Information Technology Services;https://www.amadeus.com/;Amadeus IT Group, S.A.;65,58;7,29;9;-7,29;0,46;1,73
NL0010273694;Consumer Defensive;Farm Products;https://www.amatheon-agri.com/;Amatheon Agri Holding N.V.;0,065;0;0;0;0;0
IT0004779515;Financial Services;Capital Markets;https://www.ambromobiliare.it/;Ambromobiliare S.p.A.;1,245;1;1,25;3,36;0,76;0
NL0000888691;Basic Materials;Other Industrial Metals & Mining;https://www.amg-nv.com/;AMG Critical Materials N.V.;22,56;59,72;0,38;-1,42;0,33;1,92
FR0011051598;Basic Materials;Agricultural Inputs;https://amoeba-nature.com/;Amoéba S.A.;0,491;0;0;0;0;0
IT0004056880;Healthcare;Medical Distribution;https://corporate.amplifon.com/;Amplifon S.p.A.;34,36;6,38;5,39;-3,89;0,31;0,57
FR0012789667;Healthcare;Medical Instruments & Supplies;https://www.amplitude-surgical.com/;Amplitude Surgical SA;2,74;2,91;0,94;-1,62;0,4;0
NO0010272065;Industrials;Marine Shipping;https://www.amscasa.com/;AMSC ASA;31,65;22,48;1,41;3,95;1,56;11,48
FR0004125920;Financial Services;Asset Management;https://legroupe.amundi.com/;Amundi S.A.;71,45;142,18;0,5;-0,77;0,32;0
NO0010829765;Consumer Defensive;Farm Products;https://www.andfjordsalmon.com/;Andfjord Salmon Group AS;35,5;21,02;1,69;23,83;1,03;0
ES0105744009;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
IT0004998065;Financial Services;Asset Management;https://www.animaholding.it/;Anima Holding SpA;4,894;2,52;1,94;-2,76;0,65;5,75
IT0005366601;Industrials;Security & Protection Services;https://www.antaresvisiongroup.com/;Antares Vision S.p.A.;3,05;4,63;0,66;-7,09;0,58;0
FR0014005AL0;Financial Services;Asset Management;https://www.antin-ip.com/;Antin Infrastructure Partners SAS;13,18;3,45;3,82;6,62;2,57;0
LU0569974404;Basic Materials;Steel;https://www.aperam.com/;Aperam S.A.;26,98;68,75;0,39;4,16;0,71;6,1
ES0105658001;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
NO0010307135;Healthcare;Biotechnology;https://aquabiotechnology.com/;Aqua Bio Technology ASA;4,18;1,4;2,99;-4,14;0,12;0
IT0005241192;Consumer Cyclical;Textile Manufacturing;https://www.aquafil.com/;Aquafil S.p.A.;3,18;16,03;0,2;-0,73;0,23;0
FR0010340711;Industrials;Security & Protection Services;https://www.reseau-aquila.fr/;Aquila SA;4,2;6,1;0,69;2,46;0,44;7,55
GB00BK6RLF66;;;;;0,705;0;0;0;1;0
NO0010778095;Energy;Oil & Gas Equipment & Services;https://www.aquilaholdings.no/;Aquila Holdings ASA;0,928;0,06;15,47;-92,8;0,9;0
FR0014003U94;;;;;3,79;0;0;0;0;0
NL0006237562;Industrials;Engineering & Construction;https://www.arcadis.com/;Arcadis NV;59,7;25,28;2,36;-5,81;0,3;3,32
LU1598757687;Basic Materials;Steel;https://corporate.arcelormittal.com/;ArcelorMittal S.A.;24,27;114,43;0,21;-4,23;0,62;3,15
FR001400KO61;Technology;Consumer Electronics;https://www.archos.com/;Archos S.A.;0,082;0,39;0,21;8,2;0,4;0
NO0010859580;Healthcare;Biotechnology;https://www.arctic-bioscience.com/;Arctic Bioscience AS;10;6,29;1,59;2,77;1,17;0
NO0010917719;Consumer Defensive;Farm Products;https://www.arcticfish.is/;Arctic Fish Holding AS;59,5;6,06;9,82;-61,98;0,45;0
NO0010014632;Healthcare;Biotechnology;https://www.arcticzymes.com/;ArcticZymes Technologies ASA;23,5;6,74;3,49;4,72;3,14;0
FR0013398997;Industrials;Specialty Industrial Machinery;https://www.arcure.net/;Arcure S.A.;6,58;2,38;2,76;32,9;0,45;0
FR0005057635;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
FR0004070795;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
ES0105661005;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
NO0003572802;Industrials;Conglomerates;https://arendalsfossekompani.no/;Arendals Fossekompani ASA;176,6;173,68;1,02;-12,47;0,41;1,76
FR0010481960;Real Estate;REIT - Industrial;https://www.argan.fr/;Argan SA;77,6;158,15;0,49;-0,98;0,47;2,75
NL0010832176;Healthcare;Biotechnology;https://www.argenx.com/;argenx SE;339,9;74,33;4,57;5,49;3,01;0
NO0010946593;;;;;0,2465;0;0;0;0;0
ES0105601001;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
NL0015000N33;Utilities;Utilities - Renewable;https://www.aristongroup.com/;Ariston Holding N.V.;4,942;19,11;0,26;-0,8;0,44;0
FR0010313833;Basic Materials;Specialty Chemicals;https://www.arkema.com/;Arkema S.A.;96,1;129,25;0,74;-4,22;0,61;2,94
ES0105486007;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
IT0005540676;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
NO0012861667;Technology;Information Technology Services;https://www.arribatec.com/;Arribatec Group ASA;3,55;3,63;0,98;-2,98;0,53;0
FR0012185536;Real Estate;Real Estate Services;https://www.groupe-artea.fr/;Artea SA;11,5;82,88;0,14;-0,27;0,26;0
IT0005386369;;;https://www.arterrabio.it/;ARTERRA BIOSCIENCE;1,98;0;0;0;0;0
FR0000074783;Communication Services;Publishing;https://www.artprice.com/;Artmarket.com;4,37;4,59;0,95;10,92;0,78;0
FR0000076952;Technology;Computer Hardware;https://sif-artois.fr/;Société Industrielle et Financière de l'Artois Société anonyme;4920;0;0;0;1,44;0,84
FR001400JWR8;Utilities;Utilities - Renewable;https://www.arverne.earth/;Arverne Group S.A.;7,06;0;0;0;0;0
FR0014003AC4;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
BE0003856730;Real Estate;REIT - Retail;https://www.ascencio.be/;Ascencio SA;48,5;117,63;0,41;-1,01;0,57;7,49
IT0004093263;Utilities;Utilities - Regulated Gas;https://www.gruppoascopiave.it/;Ascopiave S.p.A.;2,19;3,3;0,66;-1,13;0,58;5,14
FR0012968485;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
IT0005337123;Consumer Cyclical;Recreational Vehicles;https://www.askollelectric.com/;Askoll EVA SpA;0,339;0;0;0;0;0
NL0000334118;Technology;Semiconductor Equipment & Materials;https://www.asm.com/;ASM International NV;649,8;71,65;9,07;34,31;0,89;0,9
NL0010273215;Technology;Semiconductor Equipment & Materials;https://www.asml.com/;ASML Holding N.V.;853;85,51;9,98;-159,74;0,41;0,89
NL0011872643;Financial Services;Insurance - Diversified;https://www.asrnl.com/;ASR Nederland N.V.;48,54;714,03;0,07;-0,07;0,06;5,58
FR0000074148;Industrials;Engineering & Construction;https://www.assystem.com/;Assystem S.A.;57,5;43,71;1,32;-8,06;0,54;3,25
ES0105708004;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
CH1122548808;Technology;Communication Equipment;https://www.astrocast.com/;Astrocast SA;0,1605;0,34;0,47;-0,19;0,22;0
FR0010478248;Communication Services;Electronic Gaming & Multimedia;https://www.atari.com/;Atari SA;0,1255;0,06;2,09;-1,79;0,23;0
NO0004822503;Technology;Information Technology Services;https://www.atea.com/;Atea ASA;146,8;99,38;1,48;-5,83;0,3;4,59
FR0011992700;Technology;Communication Equipment;https://www.ateme.com/;ATEME SA;5,88;7,02;0,84;9,05;0,42;0
BE0003837540;Real Estate;Real Estate - Development;https://www.atenor.eu/;Atenor SA;5,92;30,59;0,19;2,55;0,27;7,13
FR0013455482;Real Estate;REIT - Diversified;https://www.fonciere-atland.fr/;Atland SAS;44,8;100,72;0,44;16,47;0,36;4,14
NO0010768500;Consumer Defensive;Farm Products;https://www.atlanticsapphire.com/;Atlantic Sapphire ASA;1,108;0,31;3,57;-110,8;0,89;0
IT0005449464;Industrials;Electrical Equipment & Parts;https://www.atonstorage.com/;ATON Green Storage S.p.A.;5,3;8,49;0,62;1,91;0,49;0
FR0000051732;Technology;Information Technology Services;https://www.atos.net/;Atos SE;2,09;84,44;0,02;-0,05;0,24;1,6
PTTBI0AM0006;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
FR0000063737;Technology;Information Technology Services;https://www.aubay.com/;Aubay Société Anonyme;45,05;24,91;1,81;6,04;0,72;2,13
FR00140059B5;Financial Services;Asset Management;https://www.audacia.fr/;Audacia SA;3,84;4,73;0,81;9,85;0,61;0
FR0000061780;Consumer Cyclical;Packaging & Containers;https://www.augros.fr/;Augros Cosmetic Packaging SA;6,7;0;0;0;0;0
DE000A2DAM03;Industrials;Specialty Industrial Machinery;https://www.aumann.com/;Aumann AG;17,52;19,97;0,88;2,4;0,91;0
FR0013410370;Basic Materials;Gold;https://auplatamininggroup.com/;Auplata Mining Group;0,0031;0,04;0,08;-0,05;0,05;0
FR0000039232;Industrials;Waste Management;https://www.aurea-france.com/;Aurea SA;5,8;22,03;0,26;-4,03;0,41;2,01
FR0013183589;Industrials;Business Equipment & Supplies;https://www.aures.com/;AURES Technologies S.A.;6,14;16,48;0,37;9,3;0,4;2,52
NO0011032310;Real Estate;Real Estate Services;https://aurora.no/;Aurora Eiendom AS;85,5;290,31;0,29;-0,55;0,45;0
NO0006001601;Financial Services;Banks - Regional;https://aurskog-sparebank.no/;Aurskog Sparebank;215;0;0;0;0;4,57
NO0010073489;Consumer Defensive;Farm Products;https://www.auss.no/;Austevoll Seafood ASA;96;265,81;0,36;-6,59;0,32;4,37
IT0000084043;Industrials;Engineering & Construction;https://www.autostrademeridionali.it/;Autostrade Meridionali S.p.A.;2,7;13,6;0,2;0,25;12,73;3,28
NL0012047823;Basic Materials;Specialty Chemicals;https://www.avantium.com/;Avantium N.V.;2,695;2,4;1,12;-4,15;0,47;0
FR001400CFI7;Technology;Communication Equipment;https://corporate.avenir-telecom.com/;Avenir Telecom S.A.;0,1376;0,55;0,25;0,66;1,41;0
IT0005119810;Industrials;Aerospace & Defense;https://www.avio.com/;Avio S.p.A.;11,5;34,27;0,34;-1,35;0,31;0
NO0012785098;Energy;Oil & Gas Drilling;https://www.awilcodrilling.com/;Awilco Drilling PLC;20;0,19;105,26;-2,12;471,04;29,05
NO0010607971;Industrials;Marine Shipping;https://www.awilcolng.no/;Awilco LNG ASA;8,21;2,64;3,11;-6,27;0,44;0
FR0000120628;Financial Services;Insurance - Diversified;https://www.axa.com/;AXA SA;33,69;282,48;0,12;-0,13;0,07;5,3
NO0010840515;Financial Services;Credit Services;https://www.axactor.com/;Axactor ASA;4,205;4,41;0,95;-1,39;0,31;0
FR0011040500;Technology;Software - Application;https://www.axway.com/;Axway Software SA;24,7;13,65;1,81;-24,46;0,6;1,92
NO0012861683;Technology;Software - Application;https://www.ayfie.com/;ayfie Group AS;6,14;0,58;10,59;-43,86;0,32;0
IT0004812258;;;https://finance.yahoo.com/sector/healthcare;;0;0;0;0;0;0
BE0974400328;Basic Materials;Specialty Chemicals;https://www.azelis.com/;Azelis Group NV;18,93;7,45;2,54;-3,54;0,51;0
NL00150006Z9;Communication Services;Electronic Gaming & Multimedia;https://www.azerion.com/;Azerion Group N.V.;1,722;2,44;0,71;-0,67;0,21;0
NL00150007A0;;;;;0,001;0;0;0;0,21;0
IT0003261697;Financial Services;Asset Management;https://www.azimut-group.com/;Azimut Holding S.p.A.;26,32;70,55;0,37;-0,48;0,17;6,01
