FR0000053837;Altamir;LTA
FR0000060071;Samse;SAMS
FR0000060535;Fiducial Real Estate;ORIA
FR0000060873;Marie Brizard Wine and Spirits;MBWS
FR0000061129;Boiron;BOI
FR0000061137;Burelle;BUR
FR0000061459;Perrier (Gerard);PERR
FR0000062101;Ferm.Cas.Mun.Canne;FCMC
FR0000062150;Bleecker;BLEE
FR0000062465;Alan Allman Associates;AAA
FR0000062671;Exail technologies;EXA
FR0000063737;Aubay;AUB
FR0000063935;Bonduelle;BON
FR0000066672;Gl Events;GLO
FR0000071797;Infotel;INF
FR0000073041;Pierre Vacances;VAC
FR0000074148;Assystem;ASY
FR0000074254;Bourse Direct;BSD
FR0000120107;Savencia;SAVE
FR0000120560;Quadient;QDT
FR0000120669;Esso;ES
FR0000121691;Nrj Group;NRG
FR0000130692;Chargeurs;CRI
FR0000185514;Crcam Nord Cci;CNDF
FR0004007813;Kaufman Et Broad;KOF
FR0004023208;Bassac;BASS
FR0004040608;Abc Arbitrage;ABCA
FR0004050250;Neurones;NRO
FR0004056851;Valneva;VLA
FR0004065605;Medincell;MEDCL
FR0004155000;Groupe Sfpi;SFPI
FR0004156297;Linedata Services;LIN
FR0004163111;Genfit;GNFT
FR0004170017;LNA Sante;LNA
FR0004175842;Selectirente;SELER
FR0004180578;Sword Group;SWP
FR0004188670;Tarkett;TKTT
FR0004527638;Exel Industries A;EXE
FR0006864484;Laurent-Perrier;LPE
FR0010112524;Nexity;NXI
FR0010214064;Groupe Pizzorno Environnement;GPE
FR0010241638;Mercialys;MERY
FR0010309096;Vitura;VTR
FR0010331421;Innate Pharma;IPH
FR0010341032;Fonciere Inea;INEA
FR0010386334;Clariane;CLARI
FR0010417345;Dbv Technologies;DBV
FR0010428771;Eagle Football Group (ex OL Groupe);EFG
FR0010483768;CRCAM Brie Pic2CCI;CRBP2
FR0010557264;Ab Science;AB
FR0010588079;Frey;FREY
FR0011027135;Patrimoine et Commerce;PAT
FR0011040500;74Software;74SW
FR0011341205;Nanobiotix;NANO
FR0011476928;Fnac Darty;FNAC
FR0011665280;Figeac Aero;FGA
FR0011950732;Elior Group;ELIOR
FR0012333284;Abivax;ABVX
FR0012532810;Waga Energy;WAGA
FR0012612646;Groupe Partouche;PARP
FR0012789667;Amplitude Surgical;AMPLI
FR0012882389;Equasens;EQS
FR0013030152;Francaise de l’Energie;FDE
FR0013153541;Maisons du Monde;MDM
FR0013214145;Smcp;SMCP
FR0013233012;Inventiva;IVA
FR0013295789;TFF Group;TFF
FR0013333432;Thermador Groupe;THEP
FR0013344173;Roche Bobois;RBO
FR0013379484;Solutions 30;S30
FR0013455482;Atland;ATLD
FR0014003AQ4;Explosifs Prod. Chi.;EXPL
FR0014003FE9;Believe;BLV
FR0014003U94;Aramis Group;ARAMI
FR0014003VY4;HDF (Hydrogene de France);HDF
FR0014005SB3;Forsee Power;FORSE
FR0014007ZB4;Aelis Farma;AELIS
FR0014008VX5;Euroapi;EAPI
FR0014009YQ1;Lhyfe;LHYFE
FR001400AHX6;ABL Diagnostics;ABLD
FR001400AYG6;Deezer;DEEZR
FR001400BMH7;Teract;TRACT
FR001400JWR8;Arverne Group;ARVEN
FR001400JY13;Latecoere;LAT
FR001400PVN6;Viridien (ex CGG);VIRI
FR0000031973;Fayenc.Sarreguemi.;FAYE
FR0000033003;Touax;TOUP
FR0000035123;Finatis;FNTS
FR0000035719;Elect. Madagascar;EEM
FR0000035784;Transition Evergreen;EGR
FR0000037475;CFI;CFI
FR0000038184;Fipp;FIPP
FR0000038465;Passat;PSAT
FR0000038499;Fonciere Euris;EURS
FR0000039232;Aurea;AURE
FR0000044323;Crcam Alp.Prov.Cci;CRAP
FR0000044364;Crcam Norm.Seine;CCN
FR0000045213;Crcam Ille-Vil.Cci;CIV
FR0000045239;Crcam Loire Hte L.;CRLO
FR0000045304;Crcam Touraine Cci;CRTO
FR0000045346;Crcam Sud R.A.Cci;CRSU
FR0000045544;Credit Agricole Toulouse 31;CAT31
FR0000045551;Crcam Morbihan Cci;CMO
FR0000050395;Crosswood;CROS
FR0000053035;Gea Grenobl.Elect.;GEA
FR0000053944;Fonciere Volta;SPEL
FR0000054199;St Dupont;DPT
FR0000054231;High Co;HCO
FR0000060121;Saint Jean Groupe;SABE
FR0000060618;Rallye;RAL
FR0000060824;Financiere Marjos;FINM
FR0000060907;Chausseria;CHSR
FR0000061418;Fiducial Office Solutions;SACI
FR0000061475;Eurasia Fonciere Inv.;EFI
FR0000061780;Augros Cosmetics;AUGR
FR0000062788;Barbara Bui;BUI
FR0000062796;Vranken Monopole;VRAP
FR0000062978;Dekuple;DKUPL
FR0000063307;Tayninh;TAYN
FR0000064156;Carpinienne Part.;CARP
FR0000064404;Media 6;EDI
FR0000064602;Acanthe Dev.;ACAN
FR0000064958;Intexa;ITXT
FR0000065260;Dock.Petr.Ambes Am;DPAM
FR0000065393;Courtois;COUR
FR0000065492;Selcodis;SLCO
FR0000065930;Fonciere 7 Investissement;LEBL
FR0000065971;Graines Voltz;GRVO
FR0000066219;Groupe Etpo;INFE
FR0000066607;Lacroix Industries;LACR
FR0000066722;Guillemot;GUI
FR0000066755;Haulotte Group;PIG
FR0000074072;Bigben Interactive;BIG
FR0000074197;UTI Group;FPG
FR0000074783;Artmarket.com;PRC
FR0000075392;Orapi;ORAP
FR0000076861;Acteos;EOS
FR0000078321;Soditech Ing.;SEC
FR0000185506;Crcam Atl.Vend.Cci;CRAV
FR0004010338;Groupe Jaj;GJAJ
FR0004031763;Coheris;COH
FR0004034072;Xilam Animation;XIL
FR0004038263;Parrot;PARRO
FR0004052561;Proactis SA;PROAC
FR0004165801;Hotels De Paris;HDP
FR0005175080;Transgene;TNG
FR0006239109;Scbsm;CBSM
FR0010151589;Cafom;CAFO
FR0010193052;Catana Group;CATG
FR0010193979;CBO Territoria;CBOT
FR0010209809;Societe Francaise de Casinos;SFCA
FR0010263202;Paref;PAR
FR0010291245;Verimatrix;VMX
FR0010298620;Memscap;MEMS
FR0010461053;Crcam Langued Cci;CRLA
FR0010609206;Orege;OREGE
FR0011184241;Adocia;ADOC
FR0011466069;Ekinops;EKI
FR0011950682;Sergeferrari Group;SEFER
FR0011992700;Ateme;ATEME
FR0012127173;Ose Immunotherapeutics;OSE
FR0012185536;Artea;ARTE
FR0012432516;Poxel;POXEL
FR0012613610;Prodways Group;PWG
FR0012616852;Abionyx Pharma;ABNX
FR0012634822;Maat Pharma;MAAT
FR0012872141;Jacques Bogart;JBOG
FR0013006558;Showroomprive;SRP
FR0013183985;GenSight Biologics;SIGHT
FR0013185857;Abeo;ABEO
FR0013252186;Plast. Val de Loire;PVL
FR0013258399;Balyo;BALYO
FR0013333077;Affluent Medical;AFME
FR0013426004;Claranova;CLA
FR0013482791;Nacon;NACON
FR0013505062;Vantiva;VANTI
FR0014001PV6;NR 21;NR21
FR001400CFI7;Avenir Telecom;AVT
FR001400IE67;MyHotelMatch;MHM
FR001400K4B1;Phaxiam Therapeutics;PHXM
FR001400OKR3;Casino Guichard;CO
FR001400SA10;Solocal Group;LOCAL
FR0000033599;Lexibook Linguist.;ALLEX
FR0000033888;Gevelot;ALGEV
FR0000035305;Bd Multi Media;ALBDM
FR0000037640;Rougier;ALRGR
FR0000038531;Hf;ALHF
FR0000044943;Logic Instrument;ALLOG
FR0000045122;Entreprendre;ALENR
FR0000053043;Advini;ALAVI
FR0000054132;Delfingen;ALDEL
FR0000054322;Cibox Inter A Ctiv;ALCBX
FR0000054421;Bourrelier Group;ALBOU
FR0000060451;Installux;ALLUX
FR0000060790;Signaux Girod;ALGIR
FR0000060840;Devernois;ALDEV
FR0000061244;Altheora;ALORA
FR0000061608;Piscines Desjoyaux;ALPDX
FR0000062184;Idsud;ALIDS
FR0000064164;Exacompta Clairef.;ALEXA
FR0000064297;Innelec Multimedia;ALINN
FR0000064446;CIS (Catering Intl Sces);ALCIS
FR0000064529;Nsc Groupe;ALNSC
FR0000065278;Hopscotch Groupe;ALHOP
FR0000065864;Sogeclair;ALSOG
FR0000066441;Poujoulat;ALPJT
FR0000066540;Herige;ALHRG
FR0000066961;Bernard Loiseau;ALDBL
FR0000072373;Egide;ALGID
FR0000072597;It Link;ALITL
FR0000074759;Fleury Michon;ALFLE
FR0000074775;Stradim Espac.Fin.;ALSAS
FR0000075343;Laboratoires Euromedis;ALEMG
FR0000075442;Groupe LDLC;ALLDL
FR0000075954;Riber;ALRIB
FR0000076655;Actia Group;ALATI
FR0000079147;U10 Corp.;ALU10
FR0000121295;Lebon;ALBON
FR0000124414;Groupe Gascogne;ALBI
FR0000185423;Damartex;ALDAR
FR0004016699;Smtpc;ALTPC
FR0004027068;Lanson-BCC;ALLAN
FR0004029411;Keyrus;ALKEY
FR0004030708;Encres Dubuit;ALDUB
FR0004034320;Mr Bricolage;ALMRB
FR0004034593;Fashion B Air;ALFBA
FR0004044600;Prismaflex Intl;ALPRI
FR0004045847;Voyageurs du monde;ALVDM
FR0004053510;Genoway;ALGEN
FR0004065639;NSE;ALNSE
FR0004153930;Aton (ex Hybrigenics);ALTAO
FR0004154060;Netgem;ALNTG
FR0004155687;Mastrad;ALMAS
FR0004159473;Hexaom;ALHEX
FR0004171346;Nextedia;ALNXT
FR0004172450;Mint;ALMIN
FR0004174233;Bilendi;ALBLD
FR0004175099;Tronics Microsystems;ALTRO
FR0004187367;Freelance.com;ALFRE
FR0005854700;I2S;ALI2S
FR0007080254;Les Hotels Baverez;ALLHB
FR0010095596;Valerio Therapeutics;ALVIO
FR0010120402;Theraclion;ALTHE
FR0010131409;Wallix;ALLIX
FR0010169920;Predilife;ALPRE
FR0010202606;Sidetrade;ALBFR
FR0010204453;MG International;ALMGI
FR0010313486;Prodware;ALPRO
FR0010326090;Vialife;ALVIA
FR0010337865;Upergy;ALUPG
FR0010340711;Aquila;ALAQU
FR0010353888;MGI Digital Graphic;ALMDG
FR0010380626;Prologue;ALPRG
FR0010396309;Hitechpros;ALHIT
FR0010397232;Novacyt;ALNOV
FR0010397901;Trilogiq;ALTRI
FR0010404368;DLSI;ALDLS
FR0010424697;Entreparticuliers.com;ALENT
FR0010425595;Cellectis;ALCLS
FR0010436584;DNXCorp;ALDNX
FR0010465534;Eo2;ALEO2
FR0010478248;Atari;ALATA
FR0010485268;Fountaine Pajot;ALFPC
FR0010490920;EuropaCorp;ALECP
FR0010523167;Roctool;ALROC
FR0010528059;Streamwide;ALSTW
FR0010609263;Mauna Kea Tech;ALMKT
FR0010641449;AgroGeneration;ALAGR
FR0010654087;Txcom;ALTXC
FR0010722819;Kalray;ALKAL
FR0010766667;Vente Unique;ALVU
FR0010776617;Sapmer;ALMER
FR0010785790;Plant Advanced Technologies;ALPAT
FR0010812230;Sirius Media (ex: Metadvertise);ALSRS
FR0010820274;Reworld Media;ALREW
FR0010844001;Eurasia Groupe;ALEUA
FR0010844464;Medesis Pharma;ALMDP
FR0010889386;Qwamplify;ALQWA
FR0010907956;Carmat;ALCAR
FR0010908723;Integragen;ALINT
FR0011005933;Biosynex;ALBIO
FR0011033083;Moulinvest;ALMOU
FR0011038348;Klarsen;ALKLA
FR0011041011;Bluelinea;ALBLU
FR0011049824;Median Technologies;ALMDT
FR0011051598;Amoeba Biocide;ALMIB
FR0011052257;Global Bioenergies;ALGBE
FR0011053636;The Blockchain GP;ALTBG
FR0011071570;Cogra;ALCOG
FR0011179886;Intrasense;ALINS
FR0011208693;Gold by Gold;ALGLD
FR0011217710;Methanor;ALMET
FR0011271600;Fermentalg;ALGAE
FR0011365907;Boa Concept;ALBOA
FR0011464452;Spineguard;ALSGD
FR0011490648;Ecoslops;ALESA
FR0011532225;Vogo;ALVGO
FR0011636083;Neolife;ALNLF
FR0011648716;Carbios;ALCRB
FR0011648971;Quantum Genomics;ALQGC
FR0011716265;Crossject;ALCJ
FR0011742329;McPhy Energy;ALMCP
FR0011858190;Realites;ALREA
FR0011884378;Lucibel;ALUCI
FR0011898584;Uv Germi;ALUVI
FR0012202497;DMS Group;ALDMS
FR0012419307;Pullup Entertainment;ALPUL
FR0012596468;Sensorion;ALSEN
FR0012709160;Uniti;ALUNT
FR0012819381;Groupe Guillin;ALGIL
FR0012821890;Adux;ALDUX
FR0012821916;Hipay Group;ALHYP
FR0012969095;Capelli;ALCAP
FR0013015583;Poulaillon;ALPOU
FR0013018124;Nicox;ALCOX
FR0013053535;Miliboo;ALMLB
FR0013060100;Immersion;ALIMR
FR0013079092;We.Connect;ALWEC
FR0013088606;Drone Volt;ALDRV
FR0013143872;Witbe;ALWIT
FR0013156007;Kerlink;ALKLK
FR0013178712;Cerinnov group;ALPCV
FR0013183589;Aures Technologies;ALAUR
FR0013230950;Lighton;ALTAI
FR0013240934;Eurobio-Scientific;ALERS
FR0013254851;Valbiotis;ALVAL
FR0013256518;Eurofins Cerep;ALECR
FR0013257409;Cofidur;ALCOF
FR0013266772;One Experience;ALEXP
FR0013270626;M2I;ALMII
FR0013283108;Delta Plus Group;ALDLT
FR0013284627;Adeunis;ALARF
FR0013286259;Theranexus;ALTHX
FR0013296746;Advicenne;ALDVI
FR0013308582;Largo;ALLGO
FR0013318052;Ordissimo;ALORD
FR0013330792;Enensys Technologies;ALNN6
FR0013331212;Dontnod Entertainment;ALDNE
FR0013335742;Cogelec;ALLEC
FR0013341781;2crsi;AL2SI
FR0013345493;Bio UV Group;ALTUV
FR0013356755;Emova Group;ALEMV
FR0013374667;KKO International;ALKKO
FR0013384369;Baikowski;ALBKK
FR0013398997;Arcure;ALCUR
FR0013399359;Energisme;ALNRG
FR0013400835;Mare Nostrum;ALMAR
FR0013410370;Auplata Mining Gr;ALAMG
FR0013419876;Kumulus Vape;ALVAP
FR0013429404;Groupe Tera;ALGTR
FR0013439627;Groupe Okwind;ALOKW
FR0013451044;Hoffmann;ALHGR
FR0013452281;Agripower;ALAGP
FR0013462231;Munic;ALMUN
FR0013470168;Implanet;ALIMP
FR0013479730;Paulic Meunerie;ALPAU
FR0013481835;Klea Holding;ALKLH
FR0013530102;Veom Group;ALVG
FR0013534617;Ecomiam;ALECO
FR0014000JX7;Alchimie;ALCHI
FR0014000P11;Winfarm;ALWF
FR0014000RP6;Groupimo;ALIMO
FR0014000U63;Hopium;ALHPI
FR0014001PM5;Hydrogen Refueling Solutions;ALHRS
FR0014003711;Obiz;ALBIZ
FR0014003J32;Namr;ALNMR
FR0014003T71;Omer-Decugis & Cie;ALODC
FR0014003V77;Airwell;ALAIR
FR0014003XT0;NFL Biosciences;ALNFL
FR0014004339;E Pango;ALAGO
FR0014004362;Entech;ALESE
FR00140043Y1;Spartoo;ALSPT
FR00140048X2;Ikonisys;ALIKO
FR0014004974;Enogia;ALENO
FR0014004EC4;Precia;ALPM
FR0014004QR6;Cybergun;ALCYB
FR00140059B5;Audacia;ALAUD
FR0014005AC9;Afyren;ALAFY
FR0014005I80;Smaio;ALSMA
FR0014005IU4;I.Ceram;ALICR
FR0014005ZM5;Grolleau;ALGRO
FR00140062B9;Toosla;ALTOO
FR00140066X4;Metavisio;ALTHO
FR0014007LQ2;Hunyvers;ALHUN
FR0014007LW0;Crypto Blockchain Industries;ALCBI
FR0014007ND6;Haffner Energy;ALHAF
FR0014007T10;Vaziva;ALVAZ
FR001400A3Q3;Icape Holding;ALICA
FR001400AEM6;Fill Up Media;ALFUM
FR001400AJ60;Charwood Energy;ALCWE
FR001400AJZ7;Broadpeak;ALBPK
FR001400AXT1;Vinpai;ALVIN
FR001400CM63;Oncodesign PM;ALOPM
FR001400DIY6;Cabasse;ALCAB
FR001400F2Z1;Lepermislibre;ALLPL
FR001400GO75;Florentaise;ALFLO
FR001400H2X4;Tonner Drones;ALTD
FR001400H3A0;Mon Courtier Energie;ALMCE
FR001400IUV6;Osmosun;ALWTR
FR001400IV58;Aventador;ALAVE
FR001400JAP8;Acheter-Louer;ALALO
FR001400JXA2;Vergnet;ALVER
FR001400KO61;Archos;ALJXR
FR001400LO86;DBT;ALDBT
FR001400M1R1;Geci Intl;ALGEC
FR001400MDW2;Stif;ALSTI
FR001400N2P2;Spineway;ALSPW
FR001400OLP5;Biophytis;ALBPS
FR001400OS22;Boostheat;ALBOO
FR001400PDG8;Europlasma;ALEUP
FR001400RF99;Netmedia Group;ALNMG
FR001400RKU0;Safe;ALSAF
FR001400SP13;Dolfines;ALDOL
FR001400TG47;Neovacs;ALNEV
FR001400TL40;Louis Hachette Group;ALHG
FR001400U4P9;Odyssee Techno;ALODY
FR001400UT31;Adomos;ALADO
FR0000030769;Placoplatre;MLPLC
FR0000031106;Troc Ile;MLTRO
FR0000031866;Tramways de Rouen;MLTRA
FR0000037871;Ch.Fer Departement;MLCFD
FR0000051302;Hoche Bains L.Bain;MLHBB
FR0000051567;Ch.Fer Var Gard N.;MLCVG
FR0000052755;Editions Du Signe;MLEDS
FR0000052920;Dynafond;MLDYN
FR0000053415;G.A.I.;MLGAI
FR0000053738;Hotelim;MLHOT
FR0000054371;Speed Rabbit Pizza;MLSRP
FR0000060428;Cie Du Mont Blanc;MLCMB
FR0000061376;Prop. Immeubles;MLPRI
FR0000061657;Mais.Antoine Baud;MLMAB
FR0000063976;Streit Mecanique;MLSTR
FR0000064735;Hydraulique PB;MLHYD
FR0000065773;Imprimerie Chirat;MLIMP
FR0000076960;Groupe Carnivor;MLGRC
FR0000077828;Consort Nt;MLCNT
FR0000077885;Damaris;MLDAM
FR0000077992;Pacte Novation;MLPAC
FR0000079691;Ids;MLIDS
FR0000185464;Novatech Ind.;MLNOV
FR0000185480;Phone Web;MLPHW
FR0004070795;Ardoin St Amand B;ARDO
FR0004152700;Odiot Holding;MLODT
FR0004155208;Locasystem Intl;MLLOI
FR0004174712;Onlineformapro;MLONL
FR0004998318;Courbet;MLCOU
FR0005057635;Ardoin St Amand A;MLARD
FR0005843125;Hydro-Exploit.;MLHYE
FR0006174496;Verney Carron;MLVER
FR0006205019;Lombard et Medot;MLCAC
FR0006226791;Hot.Majestic Canne;MLHMC
FR0006563904;Hotl.Immob.Nice;MLHIN
FR0006823092;Part.Indles Mini.;MLHOP
FR0006859039;Imm.Paris.Perle;MLIPP
FR0007200100;Eaux De Royan;MLEDR
FR0010035816;Corep Lighting;MLCOR
FR0010086371;Imalliance;MLIML
FR0010106039;Body One;MLONE
FR0010157115;Euroland Corporate;MLERO
FR0010312181;Hopening;MLHPE
FR0010328302;Made;MLMAD
FR0010439265;Eduniversal;MLEDU
FR0010447086;Cheops Technology;MLCHE
FR0010487272;Finaxo Environnement;MLFXO
FR0010492181;Metalliance;MLETA
FR0010500363;Miguet et Associes;MLNMA
FR0010529719;Groupe Plus-Values;MLPVG
FR0010536185;Eavs;MLEAV
FR0010679365;Silc;MLSIL
FR0010688465;Weaccess Group;MLWEA
FR0010768770;Weya;MLWEY
FR0010823724;France Tourisme;MLFTI
FR0010827741;Magillem Design Services;MLMGL
FR0010882886;Eduform'Action;MLEFA
FR0010959684;Colipays;MLCLP
FR0010972091;Scemi;MLCMI
FR0010979377;Activium Group;MLACT
FR0011076595;Televista;MLVST
FR0011092089;Maison Clio Blue;MLCLI
FR0011100759;Galeo;MLGAL
FR0011131788;Smalto;MLSML
FR0011158823;Infoclip;MLIFC
FR0011605617;Fonciere Vindi;MLVIN
FR0011776889;Umalis Group;MLUMG
FR0011908045;AG3I;MLAGI
FR0012300424;FD;MLFDV
FR0012336691;Home Concept France;MLHCF
FR0012968485;Ashler et Manson;MLAEM
FR0013155975;Savonnerie Nyons;MLSDN
FR0013222346;France Soir Groupe;MLFSG
FR0013230067;FNP Technologies;MLFNP
FR0013253812;Alveen;MLALV
FR0013310281;Octopus Biosafety;MLOCT
FR0013340973;Blue Shark Power System;MLBSP
FR0013371507;Coretech 5;MLCOT
FR0013406881;CMG CLEANTECH;MLCMG
FR00140007I9;Constructeurs du bois;MLLCB
FR0014003FN0;Integritas Viager;MLVIE
FR0014003I41;VERSITY;MLVSY
FR00140047H7;Wiziboat;MLWIZ
FR0014005WE9;Agence Auto;MLAA
FR001400LBS6;Smart Good Things;MLSGT
FR001400NQB6;macompta.fr;MLMCA
FR001400QW73;Imeon Energy;MLIME
FR001400UBS7;Bio Inox;MLNOX
