Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
FR0000050395;Real Estate;Real Estate Services;https://www.crosswood.fr/;Crosswood SA;7,45;9,38;0,79;-3,86;0,79;0
IT0005353575;Financial Services;Asset Management;https://www.crowdfundme.it/;CrowdFundMe S.p.A.;1,98;0;0;0;0;0
IT0001127874;Consumer Cyclical;Apparel Manufacturing;https://cspinternational.it/en;CSP International Fashion Group S.p.A.;0,333;2,3;0,14;0,63;0,59;13
NL0000345577;Technology;Information Technology Services;https://www.ctac.nl/;Ctac N.V.;3,18;3,14;1,01;-4,68;0,45;0,98
NL00150006R6;Real Estate;Real Estate - Development;https://www.ctp.eu/;CTP N.V.;15,94;35,2;0,45;-0,91;0,44;0
PTCTT0AM0001;Industrials;Integrated Freight & Logistics;https://www.ctt.pt/;CTT - Correios De Portugal, S.A.;4,28;35,85;0,12;-0,28;0,09;1,95
IT0005532483;Financial Services;Asset Management;https://www.cube-labs.com/;Cube Labs S.p.A.;0;0;0;0;0,95;0
IT0005257347;Consumer Cyclical;Luxury Goods;https://www.culti.com/;CULTI Milano S.p.A.;12,8;6,23;2,05;37,65;0,42;0
BE0003463685;Consumer Defensive;Confectioners;https://www.cumulex.be/;Cumulex N.V.;1,35;0;0;0;1197500;0
NL0015436031;;;;;3,12;0;0;0;0;0
JE00BRX98089;;;;;17,225;0;0;0;0;0
IT0005412504;Technology;Software - Infrastructure;https://www.cy4gate.com/;Cy4gate S.p.A.;5,69;8,37;0,68;35,56;0,61;0
FR0014004QR6;;;;;0,001;0;0;0;0;0
FR0013507985;;;;;0,001;0;0;0;0,52;0
IT0005546103;Technology;Software - Infrastructure;https://cyberoo.com/;Cyberoo S.p.A.;3,35;0,42;7,98;27,92;0,7;0
NO0010015175;Technology;Computer Hardware;https://www.cyviz.com/;Cyviz AS;32,9;11,32;2,91;36,15;0,42;0
LU2592315662;Industrials;Marine Shipping;https://www.damicointernationalshipping.com/;d'Amico International Shipping S.A.;7,28;8,63;0,84;-9,84;0,78;0
BE0974259880;Consumer Cyclical;Auto & Truck Dealerships;https://www.dieterengroup.com/;D'Ieteren Group SA;196,7;101,64;1,94;-31,78;0,56;0,01
FR0010404368;Industrials;Staffing & Employment Services;https://www.groupedlsi.com/;DLSI;13,2;32,5;0,41;1,81;0,69;0,22
IE00BJMZDW83;Consumer Cyclical;Lodging;https://dalatahotelgroup.com/;Dalata Hotel Group plc;4,055;11,02;0,37;-0,86;0,56;0
FR0000077885;Technology;Software - Application;https://www.damaris.fr/;Damaris SA;8,5;0;0;0;0;0
FR0000185423;Consumer Cyclical;Apparel Retail;https://www.damartex.com/;Damartex;3,29;29,73;0,11;-0,22;0,23;0,73
IT0000076502;Industrials;Specialty Industrial Machinery;https://www.danieli.com/;Danieli & C. Officine Meccaniche S.p.A.;36,15;173;0,21;1,25;0,56;0,03
IT0000076486;Industrials;Specialty Industrial Machinery;https://www.danieli.com/;Danieli & C. Officine Meccaniche S.p.A.;26,85;178,12;0,15;0,9;0,56;0,06
FR0000120644;Consumer Defensive;Packaged Foods;https://www.danone.com/;Danone S.A.;57,46;33,24;1,73;-2,41;0,42;0,05
FR0014004L86;Industrials;Aerospace & Defense;https://www.dassault-aviation.com/;Dassault Aviation société anonyme;171,6;297,04;0,58;13,6;0,36;0,01
FR0014003TT8;Technology;Software - Application;https://www.3ds.com/;Dassault Systèmes SE;34,85;11,48;3,04;-71,12;0,75;0,01
IE0000527006;Technology;Software - Application;https://www.datalex.com/;Datalex plc;0,46;0,09;5,11;-2,88;1,06;0
IT0004053440;Technology;Computer Hardware;https://www.datalogic.com/;Datalogic S.p.A.;5,52;8,16;0,68;-10,04;0,65;0,57
IT0005468357;Technology;Software - Infrastructure;https://www.datrixgroup.com/;Datrix S.p.A.;1,565;2,31;0,68;9,21;0,57;0
IT0005285942;Industrials;Engineering & Construction;https://www.dbagroup.it/;DBA Group S.p.A.;3;6,85;0,44;7,14;0,34;0
FR001400LO86;Industrials;Specialty Industrial Machinery;https://www.dbt.fr/;DBT SA;0,98;4,11;0,24;-0,9;0,38;0
FR0010417345;Healthcare;Biotechnology;https://www.dbv-technologies.com/;DBV Technologies S.A.;0,922;1,52;0,61;1,04;2,52;0
IT0003115950;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.delonghigroup.com/;De'Longhi S.p.A.;29,88;26,9;1,11;213,43;0,64;0,09
BE0003789063;Industrials;Building Products & Equipment;https://www.deceuninck.com/;Deceuninck NV;2,41;4,82;0,5;-7,77;0,48;0,5
NO0010955917;Energy;Oil & Gas Drilling;https://www.deepvaluedriller.no/;Deep Value Driller AS;24,75;1,61;15,37;-26,9;0,29;0
FR001400AYG6;Communication Services;Entertainment;https://www.deezer.com/;Deezer S.A.;1,735;1,54;1,13;-0,81;1,73;0
FR0014004JF6;;;;;0,0005;0;0;0;0;0
IT0005461329;Industrials;Aerospace & Defense;https://www.defencetech.it/;Defence Tech Holding S.p.A.;3,44;1,66;2,07;5,13;0,93;0
FR0000062978;Communication Services;Advertising Agencies;https://www.dekuple.com/en;ADLPartner SA;36,1;38,64;0,93;-6,94;0,25;0,19
FR0000054132;Consumer Cyclical;Auto Parts;https://www.delfingen.com/;Delfingen Industry S.A.;32,2;111,2;0,29;-1,23;0,4;0,08
DE000A2E4K43;Consumer Cyclical;Internet Retail;https://www.deliveryhero.com/;Delivery Hero SE;22,98;14,67;1,57;-1,05;0,19;0
FR0013283108;Consumer Cyclical;Footwear & Accessories;https://www.deltaplusgroup.com/;Delta Plus Group;70;44,54;1,57;-13,67;0,51;0,02
BE0974413453;Industrials;Engineering & Construction;https://www.deme-group.com/;DEME Group NV;166,6;186,65;0,89;-3,68;0,44;0
IT0005528937;Consumer Cyclical;Leisure;https://deodato.group/;Deodato.Gallery S.p.A.;0,396;0,27;1,47;4,4;0,49;0
FR0000053381;Industrials;Waste Management;https://www.derichebourg.com/;Derichebourg SA;4,328;14,49;0,3;-0,82;0,41;0,59
NO0010963275;Basic Materials;Agricultural Inputs;https://www.desertcontrol.com/;Desert Control AS;7,42;0;0;0;0;0
IT0005454027;Consumer Cyclical;Travel Services;https://www.destinationitalia.com/;Destination Italia S.p.A.;0,978;0;0;0;0;0
DE0005140008;Financial Services;Banks - Regional;https://www.db.com/;Deutsche Bank Aktiengesellschaft;14,766;0;0;0;0;0,18
DE0005810055;Financial Services;Financial Data & Stock Exchanges;https://deutsche-boerse.com/dbg-de/;Deutsche Börse AG;193,95;0;0;0;0;0,01
DE0007480204;Real Estate;Real Estate Services;https://www.deutsche-euroshop.de/;Deutsche EuroShop AG;20,95;56,88;0,37;-0,76;0,49;0,24
DE0008232125;Industrials;Airlines;https://www.lufthansagroup.com/;Deutsche Lufthansa AG;5,7;38,37;0,15;-0,33;0,24;0,94
DE0005552004;Industrials;Integrated Freight & Logistics;https://group.dhl.com/;Deutsche Post AG;38,01;44,28;0,86;-1,82;0,35;0,09
DE000A0XYG76;Energy;Oil & Gas E&P;https://www.rohstoff.de/;Deutsche Rohstoff AG;37,9;93,86;0,4;-1,01;0,44;0,08
DE0005557508;Communication Services;Telecom Services;https://www.telekom.com/;Deutsche Telekom AG;23,41;59,28;0,39;-0,72;0,21;0,17
DE000A0HN5C6;Real Estate;Real Estate Services;https://www.deutsche-wohnen.com/;Deutsche Wohnen SE;17,68;73;0,24;-0,62;0,53;0,09
DE0006305006;Industrials;Specialty Industrial Machinery;https://www.deutz.com/;DEUTZ Aktiengesellschaft;5,84;12,61;0,46;36,5;0,49;0,33
FR0000060840;Consumer Cyclical;Apparel Manufacturing;https://www.devernois.com/;Devernois S.A.;10,3;0;0;0;0,42;0,39
IT0005543480;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.italiandesignbrands.com/;Dexelance S.p.A.;10,48;8,52;1,23;-1,77;0,38;0
NL0009169515;Basic Materials;Lumber & Wood Production;https://www.green.earth/;DGB Group N.V.;0,96;0,53;1,81;24;0,84;5,04
IT0005203622;Technology;Software - Infrastructure;https://www.dhh.international/;Dominion Hosting Holding S.p.A.;27;7,57;3,57;-11,02;0,54;0
FR001400IAQ8;;;;;0,003;0;0;0;0,27;0
FR0012202497;Healthcare;Medical Devices;https://www.dms.com/;Diagnostic Medical Systems S.A.;0,982;2,22;0,44;-2,89;0,27;0
IT0003492391;Healthcare;Diagnostics & Research;https://diasoringroup.com/en;DiaSorin S.p.A.;93,66;0;0;0;0;0,01
BE0003698124;Real Estate;Real Estate Services;https://issgovernance.com/quickscore;Immolease Trust NV;116;0;0;0;0;0
IT0001469995;Communication Services;Electronic Gaming & Multimedia;https://digitalbros.com/;Digital Bros S.p.A.;8,91;16,26;0,55;-2,08;0,56;0
IT0005347429;Technology;Information Technology Services;https://www.digitalvalue.it/;Digital Value S.p.A.;60,7;70,77;0,86;10,13;0,32;0
IT0005089476;Communication Services;Advertising Agencies;https://www.gruppodigitouch.it/;DigiTouch S.p.A.;2,05;2,46;0,83;-3,73;0,38;0
IT0001463063;Financial Services;Capital Markets;https://www.directa.it/;Directa S.I.M.p.A.;3,52;5,06;0,7;2,06;0,44;0
BE0003605160;Real Estate;Real Estate Services;https://issgovernance.com/quickscore;Immobiliere Distri-Land NV;198;0;0;0;0,2;0,05
BE0974289218;;;;;0,02;0;0;0;0;0
NO0010161896;Financial Services;Banks - Regional;https://www.dnb.no/;DNB Bank ASA;207,6;2615,04;0,08;-0,09;0,07;0,02
NO0003921009;Energy;Oil & Gas E&P;https://www.dno.no/;DNO ASA;11,04;2,28;4,84;-33,45;0,65;0
FR0010436584;Communication Services;Internet Content & Information;https://www.dnxcorp.com/;DNXCorp SE;18,4;5,25;3,5;115;0,73;0,59
FR0000065260;Energy;Oil & Gas Refining & Marketing;https://www.dpasa.fr/;Les Docks des Pétroles d'Ambès -SA;484;0;0;0;0,26;0,01
NO0012851874;Industrials;Engineering & Construction;https://www.dof.com/;DOF Group ASA;94,4;15,21;6,21;-16,83;0,41;0
FR0014004QZ9;Energy;Oil & Gas Equipment & Services;https://www.dolfines.com/;Dolfines SA;0,0009;0;0;0;0,14;0
NO0012595950;Energy;Oil & Gas Drilling;https://www.dolphindrilling.com/;Dolphin Drilling AS;4,17;0,71;5,87;-52,12;0,49;0
FR0013331212;Communication Services;Electronic Gaming & Multimedia;https://dontnod-bourse.com/;Don't Nod Entertainment S.A.;2,25;5,46;0,41;0,55;1,52;0
IT0005523839;Real Estate;Real Estate Services;https://www.dotstay.com/;Dotstay S.P.A;2,9;0,75;3,87;9,35;1,48;0
IT0001044996;Financial Services;Banks - Regional;https://www.dovalue.it/;doValue S.p.A.;1,968;6,79;0,29;-0,28;0,04;0
IT0005394413;Technology;Software - Infrastructure;https://www.doxee.com/;Doxee S.p.A.;2,06;1,41;1,46;-0,82;0,14;0
FR0013088606;Technology;Computer Hardware;https://www.dronevolt.com/;Drone Volt SA;0,0071;0,01;0,71;0;0,77;0
FR0014007951;;;;;0,0005;0;0;0;0,17;0
CH1216478797;Consumer Defensive;Household & Personal Products;https://www.dsm-firmenich.com/;DSM-Firmenich AG;107,5;58,55;1,84;-12,11;0,72;0
DE0005565204;Industrials;Specialty Industrial Machinery;https://www.durr-group.com/;Dürr Aktiengesellschaft;19,96;59;0,34;-1,93;0,29;0,12
FR0014004339;Utilities;Utilities - Renewable;https://www.e-pango.com/;E-Pango SA;0,2745;0;0;-0,25;0;0
IT0005557514;Industrials;Building Products & Equipment;https://www.e-globe.it/;E-Globe S.p.A.;1,34;0;0;0;0;0
DE000ENAG999;Utilities;Utilities - Diversified;https://www.eon.com/;E.ON SE;12,33;35,95;0,34;-0,53;0,14;0,38
IT0005581365;Consumer Cyclical;Internet Retail;https://www.epricespa.it/;E.P.H.;0,089;0,39;0,23;-0,01;35,86;0
FR0010428771;Consumer Cyclical;Leisure;https://finance.eaglefootballgroup.com/;Eagle Football Group Société anonyme;1,99;4,46;0,45;-0,57;0,02;0
NO0010607781;;;;;0,772;0;0;0;0;0
NL0000345627;Technology;Software - Infrastructure;https://investor.ease2pay.eu/;Ease2pay N.V.;0,57;0;0;0;0;757,47
FR0007200100;Utilities;Utilities - Regulated Water;https://www.cer-eau.fr/;Compagnie Des Eaux De Royan;59;0;0;0;0;0
NL0015000CZ2;Consumer Cyclical;Auto Manufacturers;https://www.ebusco.com/;Ebusco Holding N.V.;1,653;4,83;0,34;-0,75;0,56;0
NO0010939804;Technology;Information Technology Services;https://www.ecit.com/;ECIT AS;7,48;0;0;0;0;0
DE0005659700;Healthcare;Medical Devices;https://www.ezag.com/;Eckert & Ziegler SE;47,62;0;0;0;0;0,02
IT0005543332;Consumer Cyclical;Packaging & Containers;https://www.ecomembrane.com/;Ecomembrane S.p.A.;5,85;0;0;-2,62;0;0
FR0013534617;Consumer Defensive;Food Distribution;https://www.ecomiam.com/;écomiam SA;2,72;3,82;0,71;9,71;0,49;0
BE0974313455;Technology;Information Technology Services;https://www.econocom.com/;Econocom Group SE;2,245;9,9;0,23;-1,04;0,2;0,71
FR0011490648;;;;;0,656;0;0;0;0;0
IT0005001943;Utilities;Utilities - Diversified;https://www.ecosuntek.com/;Ecosuntek S.p.A.;14,35;78,08;0,18;-0,9;0,13;0
NO0010998529;Energy;Oil & Gas Equipment & Services;https://eddawind.com/;Edda Wind ASA;23;5,18;4,44;-11,92;0,54;0
FR0010908533;Financial Services;Credit Services;https://www.edenred.com/;Edenred SE;41,03;0;0;0;0;0,04
IT0005561441;Industrials;Infrastructure Operations;https://www.edilsanfelice.it/;Edil San Felice S.p.A.;4,11;0;0;0;0;0
IT0005351504;Industrials;Specialty Business Services;https://www.ediliziacrobatica.com/;EdiliziAcrobatica S.p.A.;8,7;17,4;0,5;-4,97;0,21;0
IT0003372205;Utilities;Utilities - Regulated Electric;https://www.edison.it/it;Edison S.p.A.;1,515;101,26;0,01;-0,23;0,55;4,31
FR0000052755;Communication Services;Publishing;https://www.editionsdusigne.fr/;Editions Du Signe SA;0,22;0;0;0;0;0
PTEDP0AM0009;Utilities;Utilities - Diversified;https://www.edp.com/en/;EDP, S.A.;3,517;11,42;0,31;-0,51;0,22;1,26
ES0127797019;Utilities;Utilities - Renewable;https://www.edpr.com/;EDP Renováveis, S.A.;13,16;26,38;0,5;-0,99;0,39;0,04
FR0010882886;Financial Services;Asset Management;https://www.eduformaction.fr/;Eduform'action Société Anonyme;0,59;0;0;0;0;0
FR0010439265;Consumer Defensive;Education & Training Services;https://www.smbg.fr/;Eduniversal SA;0,185;0;0;0;0;0
IT0005577868;Utilities;Utilities - Regulated Gas;https://www.eems.com/;EEMS Italia SpA;0,2904;0,53;0,55;1,53;0,99;0
FR0000072373;Technology;Electronic Components;https://www.egide-group.com/;Egide S.A.;0,495;1,73;0,29;-1,98;0,2;0
NL0015000K10;Financial Services;Shell Companies;https://www.ehc-company.com/;European Healthcare Acquisition & Growth Company B.V.;10,5;12,81;0,82;6,86;0,13;0
NO0010263023;Energy;Oil & Gas Equipment & Services;https://www.eidesvik.no/;Eidesvik Offshore ASA;16,26;38,78;0,42;-2,45;0,62;0,18
FR0000130452;Industrials;Engineering & Construction;https://www.eiffage.com/;Eiffage SA;87,08;236,45;0,37;-0,53;0,2;0,03
FR0011466069;Technology;Communication Equipment;https://www.ekinops.com/;EKINOPS S.A.;3,46;5,79;0,6;2,14;0,78;0
BE0974380124;Utilities;Utilities - Regulated Water;https://ekopak.be/;Ekopak NV;18,3;5,18;3,53;-8,24;0,46;0
IT0005453250;Healthcare;Medical Devices;https://elengroup.com/;EL.En. S.p.A.;9,275;0;0;0;0;0,2
FR0000031023;Utilities;Utilities - Renewable;https://www.es.fr/;Électricite de Strasbourg Société Anonyme;116;265,49;0,44;-1,13;0,24;0,04
FR0000035719;Financial Services;Asset Management;https://www.eem-group.com/;Electricité et Eaux de Madagascar Société Anonyme;3,28;3,4;0,96;5,47;1,1;0
NO0010358484;Energy;Oil & Gas Equipment & Services;https://www.emgs.com/;Electromagnetic Geoservices ASA;2,435;0,18;13,53;-22,14;0,2;0
NO0010911902;Consumer Cyclical;Specialty Retail;https://www.elektroimportoren.no/;Elektroimportøren AS;9,66;20,89;0,46;-1,09;0,4;0
IT0005373417;Technology;Semiconductor Equipment & Materials;https://www.eles.com/;ELES Semiconductor Equipment S.p.A.;1,84;2,81;0,65;4,18;0,59;0
BE0003822393;Utilities;Utilities - Regulated Electric;https://www.eliagroup.eu/;Elia Group SA/NV;88,95;226,75;0,39;-0,58;0,28;0,02
IT0003404214;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.elica.com/;Elica S.p.A.;1,73;5,27;0,33;-1,57;0,39;0
FR0011950732;Consumer Cyclical;Restaurants;https://www.eliorgroup.com/;Elior;2,796;7,37;0,38;-0,4;0,22;1,13
FR0012435121;Industrials;Specialty Business Services;https://www.fr.elis.com/en;Elis SA;20,32;19,61;1,04;-1,18;0,4;0
NO0010816093;Basic Materials;Specialty Chemicals;https://www.elkem.com/;Elkem ASA;20,26;76,34;0,27;-2,44;0,54;0,53
NO0010722283;Technology;Software - Infrastructure;https://www.ellipticlabs.com/;Elliptic Laboratories ASA;10,5;2,73;3,85;7,95;1,23;0
NO0010815673;Utilities;Utilities - Regulated Electric;https://investor.elmeragroup.no/;Elmera Group ASA;31,9;46,23;0,69;-2,19;0,22;0,26
NO0011002586;Consumer Cyclical;Packaging & Containers;https://www.elopak.com/;Elopak ASA;36,4;3,03;12,01;-50,56;0,35;0
IT0005561466;Industrials;Specialty Industrial Machinery;https://elsaweb.it/;ELSA Solutions S.p.A.;3,8;0;0;0;0;0
IT0001237053;Industrials;Tools & Accessories;https://www.emakgroup.it/;Emak S.p.A.;1,022;4,06;0,25;4,26;0,42;3,32
ES0105639001;Technology;Computer Hardware;https://www.embention.com/;Embention Sistemas Inteligentes, S.A.;13,4;0;0;0;0;0
IT0005562183;Consumer Cyclical;Resorts & Casinos;https://www.emmavillas.com/;Emma Villas S.p.A.;2,85;0;0;0;0;0
FR0013356755;Consumer Cyclical;Specialty Retail;https://www.emova-group.com/;Emova Group SA;0,95;2,08;0,46;-0,28;0,41;0
ES0130960018;Utilities;Utilities - Regulated Gas;https://www.enagas.es/es/;Enagás, S.A.;14,04;32,82;0,43;-0,8;0,37;0,64
IT0005176406;Industrials;Airports & Air Services;https://www.enav.it/;ENAV S.p.A.;3,706;3,75;0,99;-5,22;0,59;0
FR0004030708;Basic Materials;Specialty Chemicals;https://www.encresdubuit.com/;Encres Dubuit;2,68;7,35;0,36;0,83;1;2,3
ES0130670112;Utilities;Utilities - Regulated Electric;https://www.endesa.com/;Endesa, S.A.;17,835;36,96;0,48;-0,87;0,18;0,44
NO0012555459;Industrials;Conglomerates;https://endur.no/;Endúr ASA;55,2;43,72;1,26;-2,14;0,41;0
IT0003128367;Utilities;Utilities - Diversified;https://www.enel.com/;Enel SpA;6,474;17,84;0,36;-0,67;0,19;0,86
FR0013330792;Technology;Communication Equipment;https://www.enensys.com/;ENENSYS Technologies SA;0,548;2,09;0,26;-0,76;0,01;0
NO0012697715;Technology;Solar;https://www.energeia.no/;Energeia AS;1,03;1,62;0,64;-1,72;0,54;0
FR0013399359;Technology;Software - Application;https://energisme.com/;SA Energisme;0,0065;0;0;-0,65;0,25;0
IT0005500712;Industrials;Electrical Equipment & Parts;https://www.energysynt.com/;Energy S.p.A.;1,415;1,77;0,8;1,46;0,8;0
FR0011915339;;;;;0,2;0;0;0;0;0
IT0004356751;Consumer Defensive;Packaged Foods;https://www.enervit.com/;Enervit S.p.A.;3,21;3,42;0,94;11,89;0,51;0,65
FR0010208488;Utilities;Utilities - Diversified;https://www.engie.com/;Engie SA;13,35;71,33;0,19;-0,39;0,17;0,45
IT0003132476;Energy;Oil & Gas Integrated;https://www.eni.com/;Eni S.p.A.;14,418;46,08;0,31;-1,05;0,42;0,45
FR0014004974;;;;;1,83;0;0;0;0;0
NO0013186460;Technology;Electronic Components;https://www.ensurge.com/;Ensurge Micropower ASA;1,35;0,01;135;-67,5;3,46;0
FR0014004362;Utilities;Utilities - Renewable;https://entech-se.com/;Entech SA;7,46;2,77;2,69;5,14;0,69;0
NO0010716418;;;;;9,07;0;0;0;0;0
FR0010424697;;;;;0,484;0;0;0;0;0
FR0000045122;Communication Services;Publishing;https://www.entreprendre.fr/;Entreprendre S.A.;3;0;0;0;0,42;0
NL0015000GX8;Industrials;Pollution & Treatment Controls;https://www.envipco.com/;Envipco Holding N.V.;5,85;1,39;4,21;26,59;0,46;0
FR0010465534;;;;;4,32;0;0;0;0;0
IT0005519837;Industrials;Consulting Services;https://eprcomunicazione.it/;Eprcomunicazione S.p.A.;1,2;1,62;0,74;-7,06;0,44;0
FR0012882389;Healthcare;Health Information Services;https://equasens.com/;Equasens Société anonyme;55,6;14,17;3,92;-21,72;0,64;0,02
NO0010096985;Energy;Oil & Gas Integrated;https://www.equinor.com/;Equinor ASA;302,25;47,15;6,41;-29,96;0,49;0,01
IT0005312027;Financial Services;Capital Markets;https://www.equita.eu/;Equita Group S.p.A.;3,87;7,75;0,5;-2,4;0,37;2,04
NO0010708605;Utilities;Utilities - Renewable;https://www.eqva.no/;Eqva ASA;5,02;7,19;0,7;-4,61;0,45;0
FR0000131757;Basic Materials;Other Industrial Metals & Mining;https://www.eramet.com/en;ERAMET S.A.;96,9;207,32;0,47;-2,12;0,34;0,02
IT0001157020;Utilities;Utilities - Renewable;https://www.erg.eu/;ERG S.p.A.;23,68;0;0;0;-4,64;0,15
SE0000108656;Technology;Communication Equipment;https://www.ericsson.com/;Telefonaktiebolaget LM Ericsson (publ);65,38;70,07;0,93;-4,93;0,43;0,04
IT0005521247;Industrials;Specialty Industrial Machinery;https://www.erreduegas.it/;ErreDue S.p.A.;9,85;13,86;0,71;1,45;1,43;0
AT0000652011;Financial Services;Banks - Regional;https://www.erstegroup.com/;Erste Group Bank AG;44,01;859,93;0,05;-0,06;0,06;0,06
IT0005337107;Industrials;Specialty Industrial Machinery;https://www.esautomotion.com/;Esautomotion S.p.A.;3,5;3,17;1,1;1,92;0,85;0,59
IT0005421885;Consumer Defensive;Packaged Foods;https://www.esi-spa.com/;ESI S.p.A.;1,555;2,97;0,52;22,21;0,13;0
FR0000035818;Technology;Software - Application;https://www.esker.fr/;Esker SA;176,8;20,49;8,63;32,15;0,88;0
IT0005573818;Industrials;Engineering & Construction;https://www.espe.it/;Espe S.p.A.;3;4,21;0,71;5,88;0,19;0
IT0003850929;Technology;Electronics & Computer Distribution;https://www.esprinet.com/;Esprinet S.p.A.;5,115;33,3;0,15;2,53;0,24;0,55
FR0000121667;Healthcare;Medical Instruments & Supplies;https://www.essilorluxottica.com/;EssilorLuxottica Société anonyme;203;42,24;4,81;-7,77;0,66;0,01
FR0000120669;Energy;Oil & Gas Refining & Marketing;https://corporate.esso.fr/;Esso S.A.F.;166,8;366,75;0,45;1,32;0,63;0,04
PTESO0AM0000;Consumer Cyclical;Resorts & Casinos;https://www.estoril-solsgps.com/;Estoril Sol, SGPS, S.A.;6,2;12,98;0,48;-0,69;0,5;0
IT0005468191;Consumer Cyclical;Auto Manufacturers;https://www.estrima.com/;Estrima S.p.A.;0,486;6,05;0,08;-2,21;0,26;0
IT0004818297;Healthcare;Medical Care Facilities;https://www.eukedos.it/;EuKedos S.p.A.;0,81;5,74;0,14;-0,17;0,2;0
FR0000061475;Real Estate;Real Estate Services;https://www.eurasiafonciereinvestissements.com/;Eurasia Fonciere Investissements Société Anonyme;0,262;0,8;0,33;3,74;0,54;0
FR0010844001;Real Estate;Real Estate Services;https://www.eurasiagroupe.com/;Eurasia Groupe SA;1,95;0;0;0;0;0
FR0000121121;Financial Services;Asset Management;https://www.eurazeo.com/en/;Eurazeo SE;74,2;130,57;0,57;-5,63;0,84;0,03
FR0014008VX5;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.euroapi.com/en;Euroapi S.A.;2,83;19,14;0,15;0,72;0,66;0
FR0013240934;Healthcare;Medical Devices;https://www.eurobio-scientific.com/;Eurobio Scientific Société anonyme;14,04;16,25;0,86;52;0,77;0
GB00B94QM994;Financial Services;Asset Management;https://www.eurocastleinv.com/;Eurocastle Investment Limited;7,75;0;0;0;0,98;1,38
NL0015000K93;Real Estate;REIT - Retail;https://www.eurocommercialproperties.com/;Eurocommercial Properties N.V.;22,2;71,23;0,31;-0,7;0,53;0
FR0013256518;Healthcare;Diagnostics & Research;https://www.eurofins.fr/cerep/;Eurofins-Cerep SA;22200;0;0;0;0,92;0
FR0014000MR3;Healthcare;Diagnostics & Research;https://www.eurofins.com/;Eurofins Scientific SE;47,48;28,94;1,64;-3,39;0,53;0,01
IT0005527616;Industrials;Specialty Industrial Machinery;https://www.euro-group.it/;EuroGroup Laminations S.p.A.;4,1;12,87;0,32;3,18;0,43;0
FR0010157115;Financial Services;Capital Markets;https://www.elcorp.com/;Euroland Corporate Société anonyme;2,56;0;0;0;0;2,42
BE0003816338;Energy;Oil & Gas Midstream;https://www.euronav.com/;Euronav NV;15,39;19,28;0,8;-3,4;0,6;0,32
NL0006294274;Financial Services;Financial Data & Stock Exchanges;https://www.euronext.com/;Euronext N.V.;88,65;1799,57;0,05;-3,68;0,57;0,03
FR0010490920;Communication Services;Entertainment;https://www.europacorp.com/;EuropaCorp;0,358;0,63;0,57;-1,02;0,02;0
NO0010735343;Consumer Defensive;Discount Stores;https://www.europris.no/;Europris ASA;72,3;36,8;1,96;-5,01;0,42;0,06
IT0003895668;Technology;Computer Hardware;https://www.eurotech.com/;Eurotech S.p.A.;1,138;1,73;0,66;-5,17;0,66;0
FR0010221234;Technology;Communication Equipment;https://www.eutelsat.com/;Eutelsat Communications Société Anonyme;3,862;14,83;0,26;-0,57;0,51;2,94
DK0061414711;Basic Materials;Specialty Chemicals;https://www.everfuel.com/;Everfuel A/S;9,49;1,25;7,59;-316,33;0,69;0
FR0000035784;Financial Services;Asset Management;https://www.transition-evergreen.com/;Transition Evergreen SA;1,7;4,12;0,41;-3,09;0,8;0
IT0005430936;Utilities;Utilities - Regulated Electric;https://www.eviso.ai/;eVISO S.p.A.;5,28;2,49;2,12;-35,2;0,33;0
DE000EVNK013;Basic Materials;Specialty Chemicals;https://corporate.evonik.com/;Evonik Industries AG;19,14;31,96;0,6;-1,84;0,47;0,27
DE0005664809;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.evotec.com/;Evotec SE;8,465;12,46;0,68;-5,43;0,65;0
BE0003820371;Technology;Communication Equipment;https://www.evs.com/;EVS Broadcast Equipment SA;29,5;0;0;0;0;0,15
FR0000064164;Basic Materials;Paper & Paper Products;https://www.exacomptaclairefontaine.fr/;Exacompta Clairefontaine S.A.;164;0;0;0;0;0,02
NO0010852213;Healthcare;Biotechnology;https://exact-tx.com/;EXACT Therapeutics AS;7,4;0;0;0;0;0
FR0000062671;Industrials;Aerospace & Defense;https://www.exail-technologies.com/;Exail Technologies;17,36;0;0;0;0;0,15
FR0014005DA7;Technology;Software - Infrastructure;https://www.exclusive-networks.com/;Exclusive Networks SA;19,32;0;0;0;0;0
IT0005557530;Consumer Defensive;Education & Training Services;https://www.execus.com/;Execus S.p.A.;1,87;0;0;0;0;0
FR0004527638;Industrials;Farm & Heavy Construction Machinery;https://www.exel-industries.com/;EXEL Industries SA;52,6;0;0;0;0;0,03
BE0003808251;Energy;Oil & Gas Midstream;https://www.exmar.com/;Exmar NV;7,43;16,11;0,46;-3,11;0,64;0,76
NL0012059018;Industrials;Farm & Heavy Construction Machinery;https://www.exor.com/;Exor N.V.;98,5;394,85;0,25;-1,8;0,27;0
IT0004496029;Technology;Software - Application;https://www.expert.ai/;Expert.ai S.p.A.;1,196;0,58;2,06;-3,52;0,18;0
